,Fuel type,body type,transmission,owner,Brand,model,modelYear,price,Insurance Validity,Kms Driven,Mileage,Seats,Color,City,price_clean,price_lakh
4328,Diesel,SUV,Manual,1,Ford,Ford Ecosport,2017,5.8,Third Party insurance,20000,23.0,5.0,Others,Delhi,5.80 Lakh,5.8
4329,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2013,2.35,Comprehensive,57000,18.9,5.0,Grey,Delhi,2.35 Lakh,2.35
4330,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2013,2.7,Comprehensive,44000,20.51,5.0,White,Delhi,2.70 Lakh,2.7
4331,Petrol,SUV,Automatic,1,Ford,Ford Ecosport,2015,6.25,Comprehensive,64000,14.7,5.0,Silver,Delhi,6.25 Lakh,6.25
4332,Petrol,Sedan,Automatic,1,Skoda,Skoda Octavia,2014,10.5,Comprehensive,49000,15.1,5.0,Silver,Delhi,10.50 Lakh,10.5
4333,Petrol,Hatchback,Manual,1,Toyota,Toyota Glanza,2022,7.4,Third Party insurance,30000,22.35,5.0,Others,Delhi,7.40 Lakh,7.4
4334,Petrol,Sedan,Manual,0,Skoda,Skoda Octavia,2017,10.49,Third Party,37000,16.7,5.0,White,Delhi,10.49 Lakh,10.49
4335,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2018,5.7,Comprehensive,30000,18.6,5.0,White,Delhi,5.70 Lakh,5.7
4336,Petrol,Hatchback,Manual,1,Honda,Honda Brio,2012,2.75,Third Party insurance,90000,19.4,5.0,Others,Delhi,2.75 Lakh,2.75
4337,Petrol,Hatchback,Manual,2,Maruti,Maruti 800,2014,2.5,Third Party insurance,40000,16.1,4.0,Others,Delhi,2.50 Lakh,2.5
4338,Petrol,SUV,Automatic,1,Jeep,Jeep Compass,2019,13.65,Zero Dep,64336,16.0,5.0,White,Delhi,13.65 Lakh,13.65
4339,Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2016,4.29,Comprehensive,83425,16.2,5.0,Grey,Delhi,4.29 Lakh,4.29
4340,Diesel,SUV,Automatic,3,Land Rover,Land Rover Range Rover Evoque,2014,21.9,Comprehensive,85000,12.7,5.0,White,Delhi,21.90 Lakh,21.9
4341,Diesel,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2016,5.44,Comprehensive,66181,26.59,5.0,Silver,Delhi,5.44 Lakh,5.44
4342,Petrol,Hatchback,Manual,2,Maruti,Maruti Alto 800,2019,3.36,Comprehensive,25486,24.7,5.0,Silver,Delhi,3.36 Lakh,3.36
4343,Petrol,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2017,30.5,Third Party insurance,35000,14.74,5.0,White,Delhi,30.50 Lakh,30.5
4344,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2016,4.49,Comprehensive,25489,22.38,5.0,Others,Delhi,4.49 Lakh,4.49
4345,Diesel,SUV,Automatic,2,Ford,Ford Endeavour,2021,38.0,Comprehensive,40000,13.9,7.0,White,Delhi,38 Lakh,38.0
4346,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2018,5.03,Third Party,85363,21.4,5.0,Blue,Delhi,5.03 Lakh,5.03
4347,Petrol,Sedan,Manual,3,Maruti,Maruti SX4,2009,1.25,Third Party insurance,110000,15.0,5.0,Silver,Delhi,1.25 Lakh,1.25
4348,Diesel,SUV,Manual,1,Ford,Ford Ecosport,2014,3.5,Third Party insurance,40000,22.7,5.0,Silver,Delhi,3.50 Lakh,3.5
4349,Petrol,SUV,Automatic,1,Land Rover,Land Rover Range Rover Sport,2018,96.0,Third Party insurance,40000,12.65,5.0,Gray,Delhi,96 Lakh,96.0
4350,Petrol,SUV,Automatic,1,Maruti,Maruti Jimny,2023,17.55,Zero Dep,1500,16.39,4.0,White,Delhi,17.55 Lakh,17.55
4351,Petrol,Sedan,Manual,3,Maruti,Maruti SX4,2009,1.25,Third Party insurance,110000,15.0,5.0,Silver,Delhi,1.25 Lakh,1.25
4352,Petrol,Hatchback,Manual,2,Ford,Ford Figo,2011,1.0,Third Party insurance,80000,15.6,5.0,Silver,Delhi,1 Lakh,1.0
4353,Cng,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2022,8.5,Third Party insurance,20000,31.12,5.0,Others,Delhi,8.50 Lakh,8.5
4354,Petrol,SUV,Manual,1,Maruti,Maruti Brezza,2023,12.0,Third Party insurance,20000,17.38,5.0,White,Delhi,12 Lakh,12.0
4355,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2012,2.75,Comprehensive,62000,17.0,5.0,White,Delhi,2.75 Lakh,2.75
4356,Petrol,Sedan,Automatic,4,Mercedes-Benz,Mercedes-Benz C-Class,2010,4.25,Third Party insurance,50000,11.7,5.0,Others,Delhi,4.25 Lakh,4.25
4357,Diesel,Sedan,Manual,2,Maruti,Maruti Swift Dzire,2014,3.5,Third Party insurance,90000,23.4,5.0,Others,Delhi,3.50 Lakh,3.5
4358,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i10,2011,2.21,Comprehensive,67985,20.36,5.0,Red,Delhi,2.21 Lakh,2.21
4359,Diesel,SUV,Manual,1,Honda,Honda WR-V,2020,8.28,Comprehensive,89722,25.5,5.0,Grey,Delhi,8.28 Lakh,8.28
4360,Diesel,SUV,Manual,1,Ford,Ford Ecosport,2017,6.0,Third Party insurance,80000,23.0,5.0,Others,Delhi,6 Lakh,6.0
4361,Petrol,MUV,Automatic,2,Toyota,Toyota Innova Crysta,2020,15.56,Comprehensive,49647,8.0,7.0,Silver,Delhi,15.56 Lakh,15.56
4362,Petrol,MUV,Manual,1,Renault,Renault Triber,2020,5.17,Zero Dep,110490,20.0,7.0,Blue,Delhi,5.17 Lakh,5.17
4363,Petrol,Sedan,Manual,2,Maruti,Maruti Swift Dzire,2012,3.25,Comprehensive,78000,17.5,5.0,White,Delhi,3.25 Lakh,3.25
4364,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2017,3.71,Third Party,51165,20.51,5.0,Grey,Delhi,3.71 Lakh,3.71
4365,Petrol,Hatchback,Manual,1,Maruti,Maruti S-Presso,2022,4.75,Third Party insurance,14000,21.7,5.0,White,Delhi,4.75 Lakh,4.75
4366,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2015,4.06,Comprehensive,50576,18.9,5.0,Silver,Delhi,4.06 Lakh,4.06
4367,Petrol,MUV,Manual,1,Maruti,Maruti XL6,2021,10.9,Third Party insurance,55000,19.01,6.0,White,Delhi,10.90 Lakh,10.9
4368,Petrol,SUV,Automatic,1,Hyundai,Hyundai Venue,2019,8.9,Third Party insurance,70000,18.15,5.0,Blue,Delhi,8.90 Lakh,8.9
4369,Petrol,Hatchback,Manual,2,Maruti,Maruti Wagon R,2009,1.0,Third Party insurance,80000,18.9,5.0,Others,Delhi,1 Lakh,1.0
4370,Petrol,Sedan,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2014,18.9,Comprehensive,65000,12.0,5.0,Brown,Delhi,18.90 Lakh,18.9
4371,Diesel,SUV,Manual,3,Mahindra,Mahindra Bolero,2015,4.85,Third Party insurance,90000,15.96,7.0,White,Delhi,4.85 Lakh,4.85
4372,Diesel,SUV,Manual,1,Mahindra,Mahindra Scorpio,2016,8.4,Comprehensive,71000,15.4,7.0,White,Delhi,8.40 Lakh,8.4
4373,Petrol,Sedan,Automatic,1,Honda,Honda City,2019,9.0,Third Party insurance,60000,18.0,5.0,Others,Delhi,9 Lakh,9.0
4374,Petrol,SUV,Manual,1,Kia,Kia Sonet,2021,9.5,Third Party insurance,20000,18.4,5.0,Others,Delhi,9.50 Lakh,9.5
4375,Petrol,Sedan,Manual,1,Hyundai,Hyundai Verna,2011,4.18,Third Party insurance,60000,17.01,5.0,Others,Delhi,4.18 Lakh,4.18
4376,Diesel,SUV,Manual,1,Hyundai,Hyundai Creta,2019,11.95,Third Party insurance,38000,20.5,5.0,Silver,Delhi,11.95 Lakh,11.95
4377,Diesel,SUV,Automatic,0,MG,MG Gloster,2023,46.4,Third Party insurance,7000,12.04,6.0,Grey,Delhi,46.40 Lakh,46.4
4378,Petrol,Hatchback,Automatic,1,Volkswagen,Volkswagen Polo,2022,10.44,Third Party insurance,20000,16.47,5.0,Others,Hyderabad,10.44 Lakh,10.44
4379,Petrol,Hatchback,Manual,2,Hyundai,Hyundai EON,2014,2.6,Third Party insurance,85582,21.1,5.0,Red,Hyderabad,2.60 Lakh,2.6
4380,Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,2023,9.55,Third Party insurance,10000,19.24556842105263,5.0,Others,Hyderabad,9.55 Lakh,9.55
4381,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,6.71,Third Party insurance,50750,21.4,5.0,Red,Hyderabad,6.71 Lakh,6.71
4382,Petrol,SUV,Automatic,1,Mahindra,Mahindra Thar,2022,19.0,Third Party insurance,10000,19.24556842105263,4.0,Others,Hyderabad,19 Lakh,19.0
4383,Petrol,SUV,Manual,1,Kia,Kia Sonet,2021,11.78,Third Party insurance,10000,18.2,5.0,White,Hyderabad,11.78 Lakh,11.78
4384,Petrol,Hatchback,Automatic,1,Maruti,Maruti Celerio,2017,4.89,Zero Dep,66366,23.1,5.0,White,Hyderabad,4.89 Lakh,4.89
4385,Petrol,Sedan,Automatic,1,Hyundai,Hyundai Verna,2022,15.41,Third Party insurance,5000,19.2,5.0,Black,Hyderabad,15.41 Lakh,15.41
4386,Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,2017,4.65,Third Party,72544,23.1,5.0,White,Hyderabad,4.65 Lakh,4.65
4387,Petrol,Hatchback,Manual,1,Ford,Ford Figo,2021,7.28,Third Party,29154,18.5,5.0,Maroon,Hyderabad,7.28 Lakh,7.28
4388,Petrol,Hatchback,Automatic,1,Tata,Tata Tiago,2018,5.3,Third Party insurance,70000,23.84,5.0,Orange,Hyderabad,5.30 Lakh,5.3
4389,Petrol,Hatchback,Manual,1,Datsun,Datsun RediGO,2021,4.66,Third Party insurance,33730,21.7,5.0,Blue,Hyderabad,4.66 Lakh,4.66
4390,Petrol,Hatchback,Manual,1,Renault,Renault KWID,2020,4.57,Comprehensive,51113,23.01,5.0,Blue,Hyderabad,4.57 Lakh,4.57
4391,Diesel,Hatchback,Manual,2,Volkswagen,Volkswagen Polo,2013,3.5,Third Party insurance,40000,22.07,5.0,Others,Hyderabad,3.50 Lakh,3.5
4392,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2009,2.9,Third Party insurance,40000,18.9,5.0,Others,Hyderabad,2.90 Lakh,2.9
4393,Diesel,SUV,Automatic,1,BMW,BMW X1,2020,38.0,Third Party insurance,60000,20.68,5.0,Others,Hyderabad,38 Lakh,38.0
4394,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2014,3.75,Comprehensive,64500,21.79,5.0,Brown,Hyderabad,3.75 Lakh,3.75
4395,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2020,6.0,Third Party insurance,40000,21.79,5.0,White,Hyderabad,6 Lakh,6.0
4396,Diesel,SUV,Manual,1,Jeep,Jeep Compass,2018,14.0,Third Party insurance,80000,17.1,5.0,Others,Hyderabad,14 Lakh,14.0
4397,Diesel,SUV,Manual,1,Jeep,Jeep Compass,2019,19.0,Third Party insurance,50000,16.3,5.0,Others,Hyderabad,19 Lakh,19.0
4398,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2020,7.4,Third Party insurance,40000,20.0,5.0,Others,Hyderabad,7.40 Lakh,7.4
4399,Petrol,Sedan,Automatic,2,Hyundai,Hyundai Aura,2020,7.66,Third Party,39886,20.1,5.0,White,Hyderabad,7.66 Lakh,7.66
4400,Diesel,SUV,Manual,1,Renault,Renault Duster,2014,4.4,Third Party insurance,107588,20.45,5.0,White,Hyderabad,4.40 Lakh,4.4
4401,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2017,5.19,Third Party insurance,36621,18.9,5.0,Red,Hyderabad,5.19 Lakh,5.19
4402,Diesel,SUV,Manual,1,MG,MG Hector Plus,2020,16.0,Third Party insurance,80000,16.65,6.0,Others,Hyderabad,16 Lakh,16.0
4403,Petrol,Hatchback,Manual,1,Maruti,Maruti S-Presso,2022,5.25,Third Party insurance,18900,24.76,5.0,Grey,Hyderabad,5.25 Lakh,5.25
4404,Diesel,SUV,Manual,1,Kia,Kia Seltos,2019,11.08,Zero Dep,70754,20.8,5.0,White,Hyderabad,11.08 Lakh,11.08
4405,Petrol,Hatchback,Manual,1,Maruti,Maruti S-Presso,2020,4.2,Third Party insurance,59832,21.7,5.0,Grey,Hyderabad,4.20 Lakh,4.2
4406,Petrol,Sedan,Manual,2,Maruti,Maruti Swift Dzire,2017,6.05,Third Party,60068,21.21,5.0,Red,Hyderabad,6.05 Lakh,6.05
4407,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2018,3.26,Comprehensive,41261,22.05,5.0,Silver,Hyderabad,3.26 Lakh,3.26
4408,Petrol,SUV,Manual,1,Ford,Ford Ecosport,2020,9.5,Third Party insurance,32209,17.0,5.0,White,Hyderabad,9.50 Lakh,9.5
4409,Petrol,Hatchback,Manual,1,Honda,Honda Jazz,2018,6.39,Comprehensive,75747,18.7,5.0,Brown,Hyderabad,6.39 Lakh,6.39
4410,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2018,7.12,Third Party insurance,49241,18.6,5.0,White,Hyderabad,7.12 Lakh,7.12
4411,Diesel,SUV,Automatic,2,Mercedes-Benz,Mercedes-Benz GLE,2018,30.0,Third Party insurance,100000,17.9,5.0,Others,Hyderabad,30 Lakh,30.0
4412,Diesel,SUV,Automatic,1,Ford,Ford Endeavour,2016,22.5,Third Party insurance,119422,10.91,7.0,White,Hyderabad,22.50 Lakh,22.5
4413,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2021,6.7,Third Party insurance,33488,22.38,5.0,Blue,Hyderabad,6.70 Lakh,6.7
4414,Petrol,SUV,Manual,1,Mahindra,Mahindra Thar,2021,16.5,Third Party insurance,30000,15.2,4.0,Others,Hyderabad,16.50 Lakh,16.5
4415,Petrol,Hatchback,Manual,1,Tata,Tata Altroz,2022,8.75,Third Party,21000,19.33,5.0,White,Hyderabad,8.75 Lakh,8.75
4416,Diesel,SUV,Manual,1,Jeep,Jeep Compass,2018,16.0,Third Party insurance,56545,17.1,5.0,Grey,Hyderabad,16 Lakh,16.0
4417,Petrol,Hatchback,Manual,1,Volkswagen,Volkswagen Polo,2017,6.75,Third Party insurance,64000,18.78,5.0,Blue,Hyderabad,6.75 Lakh,6.75
4418,Petrol,Sedan,Manual,2,Volkswagen,Volkswagen Ameo,2018,5.33,Third Party insurance,71413,19.44,5.0,White,Hyderabad,5.33 Lakh,5.33
4419,Petrol,Hatchback,Manual,2,Renault,Renault KWID,2020,4.87,Third Party,31920,22.3,5.0,Red,Hyderabad,4.87 Lakh,4.87
4420,Diesel,SUV,Automatic,1,BMW,BMW X1,2019,33.9,Comprehensive,46000,20.68,5.0,Black,Hyderabad,33.90 Lakh,33.9
4421,Petrol,Hatchback,Manual,2,Maruti,Maruti S-Presso,2022,5.26,Comprehensive,9939,21.7,5.0,Red,Hyderabad,5.26 Lakh,5.26
4422,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2022,9.26,Third Party,7156,21.01,5.0,Blue,Hyderabad,9.26 Lakh,9.26
4423,Petrol,Sedan,Manual,1,Toyota,Toyota Yaris,2018,8.5,Comprehensive,20608,17.1,5.0,White,Hyderabad,8.50 Lakh,8.5
4424,Petrol,Sedan,Manual,2,Maruti,Maruti Swift Dzire,2019,7.25,Comprehensive,92000,22.0,5.0,Grey,Hyderabad,7.25 Lakh,7.25
4425,Petrol,Hatchback,Automatic,2,Maruti,Maruti Celerio,2018,5.01,Comprehensive,67553,23.1,5.0,Red,Hyderabad,5.01 Lakh,5.01
4426,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2017,5.77,Third Party,95286,20.85,5.0,White,Hyderabad,5.77 Lakh,5.77
4427,Diesel,SUV,Manual,1,Mahindra,Mahindra XUV500,2015,8.95,Comprehensive,66000,16.0,7.0,Silver,Hyderabad,8.95 Lakh,8.95
4428,Petrol,Hatchback,Manual,1,Hyundai,Hyundai Grand i10,2019,5.21,Zero Dep,35929,18.9,5.0,Silver,Hyderabad,5.21 Lakh,5.21
4429,Petrol,SUV,Manual,1,Honda,Honda BR-V,2016,6.5,Comprehensive,136035,15.4,7.0,Grey,Hyderabad,6.50 Lakh,6.5
4430,Diesel,MUV,Manual,1,Maruti,Maruti Ertiga,2013,6.7,Third Party insurance,93997,20.77,7.0,Silver,Hyderabad,6.70 Lakh,6.7
4431,Petrol,Sedan,Manual,1,Skoda,Skoda Rapid,2018,7.75,Third Party insurance,60000,15.41,5.0,Others,Hyderabad,7.75 Lakh,7.75
4432,Diesel,SUV,Manual,1,Maruti,Maruti Vitara Brezza,2019,9.8,Comprehensive,52220,24.3,5.0,Red,Hyderabad,9.80 Lakh,9.8
4433,Petrol,Sedan,Manual,2,Maruti,Maruti Ciaz,2019,8.3,Third Party,61659,21.56,5.0,White,Hyderabad,8.30 Lakh,8.3
4434,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2020,7.5,Third Party insurance,65000,22.41,5.0,White,Hyderabad,7.50 Lakh,7.5
4435,Diesel,Hatchback,Manual,1,Mahindra,Mahindra KUV 100 NXT,2018,4.5,Third Party insurance,120000,25.32,6.0,Red,Hyderabad,4.50 Lakh,4.5
4436,Diesel,Hatchback,Manual,2,Maruti,Maruti Swift,2017,6.0,Third Party insurance,110000,25.2,5.0,Others,Hyderabad,6 Lakh,6.0
4437,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2017,3.02,Third Party insurance,78969,22.05,5.0,Red,Hyderabad,3.02 Lakh,3.02
4438,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10 Nios,2021,7.36,Third Party,38939,20.7,5.0,Silver,Hyderabad,7.36 Lakh,7.36
4439,Petrol,Hatchback,Manual,1,Maruti,Maruti Ignis,2019,4.8,Comprehensive,88637,20.89,5.0,Grey,Hyderabad,4.80 Lakh,4.8
4440,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2021,9.67,Third Party,19070,20.0,5.0,Red,Hyderabad,9.67 Lakh,9.67
4441,Petrol,Hatchback,Manual,1,Maruti,Maruti S-Presso,2020,4.32,Zero Dep,68556,21.7,5.0,Silver,Hyderabad,4.32 Lakh,4.32
4442,Petrol,Hatchback,Manual,1,Ford,Ford Figo,2019,6.0,Not Available,44356,20.4,5.0,Red,Hyderabad,6 Lakh,6.0
4443,Petrol,Sedan,Manual,1,Maruti,Maruti Swift Dzire,2016,6.1,Third Party,73143,22.41,5.0,Silver,Hyderabad,6.10 Lakh,6.1
4444,Diesel,SUV,Automatic,1,Volvo,Volvo XC60,2012,12.5,Third Party insurance,146769,14.7,5.0,Black,Hyderabad,12.50 Lakh,12.5
4445,Petrol,Hatchback,Manual,1,Datsun,Datsun GO,2018,3.37,Third Party insurance,67527,19.02,5.0,Silver,Hyderabad,3.37 Lakh,3.37
4446,Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Santro,2019,5.27,Comprehensive,79467,20.3,5.0,Silver,Hyderabad,5.27 Lakh,5.27
4447,Diesel,Sedan,Automatic,1,BMW,BMW 5 Series,2014,17.5,Third Party insurance,103174,18.12,5.0,White,Hyderabad,17.50 Lakh,17.5
4448,Petrol,Hatchback,Manual,3,Volkswagen,Volkswagen Polo,2017,5.49,Third Party,103046,16.2,5.0,White,Hyderabad,5.49 Lakh,5.49
4449,Petrol,Hatchback,Manual,2,Fiat,Fiat Punto EVO,2017,2.7,Not Available,85110,15.8,5.0,Hip Hop Black,Hyderabad,2.70 Lakh,2.7
4450,Diesel,Sedan,Manual,1,Tata,Tata Manza,2011,2.85,Third Party insurance,114000,19.0,5.0,Purple,Hyderabad,2.85 Lakh,2.85
4451,Diesel,SUV,Manual,1,Renault,Renault Captur,2017,9.75,Third Party insurance,70000,20.37,5.0,Orange,Hyderabad,9.75 Lakh,9.75
4452,Diesel,Hatchback,Manual,1,Hyundai,Hyundai i20,2018,7.25,Third Party insurance,72000,22.54,5.0,Blue,Hyderabad,7.25 Lakh,7.25
4453,Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,2023,9.55,Third Party insurance,20000,19.24556842105263,5.0,Others,Hyderabad,9.55 Lakh,9.55
4454,Diesel,MUV,Automatic,1,Kia,Kia Carens,2022,18.5,Third Party,32000,19.24556842105263,6.0,White,Hyderabad,18.50 Lakh,18.5
4455,Petrol,SUV,Manual,1,Hyundai,Hyundai Venue,2023,10.1,Third Party insurance,20000,19.24556842105263,5.0,Others,Hyderabad,10.10 Lakh,10.1
4456,Petrol,SUV,Automatic,1,Kia,Kia Seltos,2021,17.5,Third Party insurance,22500,16.8,5.0,Black,Hyderabad,17.50 Lakh,17.5
4457,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2016,6.21,Comprehensive,54708,18.6,5.0,Red,Hyderabad,6.21 Lakh,6.21
4458,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2017,6.33,Comprehensive,78031,21.4,5.0,Blue,Hyderabad,6.33 Lakh,6.33
4459,Diesel,Sedan,Automatic,1,BMW,BMW 5 Series,2022,69.0,Comprehensive,32000,20.37,5.0,White,Hyderabad,69 Lakh,69.0
4460,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Grand i10,2019,5.15,Zero Dep,24337,18.9,5.0,Silver,Hyderabad,5.15 Lakh,5.15
4461,Petrol,Hatchback,Manual,1,Maruti,Maruti Baleno,2019,6.79,Third Party insurance,82243,21.4,5.0,Blue,Hyderabad,6.79 Lakh,6.79
4462,Petrol,SUV,Manual,1,Hyundai,Hyundai Creta,2022,13.88,Third Party insurance,20000,19.24556842105263,5.0,Others,Hyderabad,13.88 Lakh,13.88
4463,Petrol,Hatchback,Automatic,2,Maruti,Maruti Ignis,2017,6.09,Comprehensive,104701,20.89,5.0,White,Hyderabad,6.09 Lakh,6.09
4464,Petrol,SUV,Manual,2,Toyota,Toyota Urban cruiser,2021,10.0,Comprehensive,54000,17.03,5.0,Silver,Hyderabad,10 Lakh,10.0
4465,Petrol,Hatchback,Manual,1,Maruti,Maruti Swift,2021,5.9,Third Party insurance,118937,22.38,5.0,Red,Hyderabad,5.90 Lakh,5.9
4466,Diesel,Hatchback,Manual,1,Maruti,Maruti Swift,2017,5.7,Third Party insurance,105133,25.2,5.0,Red,Hyderabad,5.70 Lakh,5.7
4467,Petrol,SUV,Automatic,1,MG,MG Hector,2023,26.5,Third Party insurance,10000,12.34,5.0,Others,Hyderabad,26.50 Lakh,26.5
4468,Petrol,Sedan,Automatic,1,Maruti,Maruti Swift Dzire,2018,6.79,Third Party,36290,21.21,5.0,Brown,Hyderabad,6.79 Lakh,6.79
4469,Petrol,SUV,Manual,1,Mahindra,Mahindra Scorpio N,2023,18.0,Third Party insurance,10000,19.24556842105263,7.0,Others,Hyderabad,18 Lakh,18.0
4470,Petrol,Hatchback,Manual,1,Hyundai,Hyundai i20,2018,6.4,Third Party insurance,29084,18.6,5.0,Blue,Hyderabad,6.40 Lakh,6.4
4471,Petrol,Hatchback,Manual,1,Maruti,Maruti Celerio,2020,4.75,Third Party insurance,66911,21.63,5.0,White,Hyderabad,4.75 Lakh,4.75
4472,Petrol,Sedan,Automatic,1,Honda,Honda City,2011,4.3,Third Party insurance,110000,16.8,5.0,Others,Hyderabad,4.30 Lakh,4.3
4473,Petrol,SUV,Manual,1,Maruti,Maruti Grand Vitara,2022,17.0,Comprehensive,7033,21.11,5.0,Red,Hyderabad,17 Lakh,17.0
4474,Petrol,SUV,Manual,1,Volkswagen,Volkswagen Taigun,2021,19.5,Third Party insurance,40000,17.88,5.0,Gray,Hyderabad,19.50 Lakh,19.5
4475,Diesel,SUV,Manual,2,Mahindra,Mahindra XUV500,2014,7.0,Third Party insurance,80000,15.1,7.0,Blue,Hyderabad,7 Lakh,7.0
4476,Petrol,Hatchback,Automatic,1,Hyundai,Hyundai Grand i10,2018,6.75,Third Party,22000,18.9,5.0,Grey,Hyderabad,6.75 Lakh,6.75
4477,Petrol,Hatchback,Manual,1,Datsun,Datsun GO,2018,4.3,Third Party insurance,70200,19.02,5.0,White,Hyderabad,4.30 Lakh,4.3
4478,Petrol,Hatchback,Manual,1,Renault,Renault KWID,2019,4.2,Third Party insurance,60004,23.01,5.0,Silver,Hyderabad,4.20 Lakh,4.2
4479,Petrol,Hatchback,Manual,1,Maruti,Maruti Wagon R,2020,5.8,Third Party insurance,60000,20.52,5.0,Others,Hyderabad,5.80 Lakh,5.8
4480,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i10,2013,3.34,Third Party,57078,19.81,5.0,Others,Hyderabad,3.34 Lakh,3.34
4481,Petrol,Hatchback,Manual,1,Maruti,Maruti Ritz,2014,4.02,Comprehensive,63789,18.5,5.0,Silver,Hyderabad,4.02 Lakh,4.02
4482,Diesel,Hatchback,Manual,1,Chevrolet,Chevrolet Beat,2016,2.4,Third Party insurance,120000,25.44,5.0,Others,Hyderabad,2.40 Lakh,2.4
4483,Diesel,Sedan,Automatic,2,Maruti,Maruti Ciaz,2018,7.34,Zero Dep,118207,28.09,5.0,Silver,Hyderabad,7.34 Lakh,7.34
4484,Petrol,Sedan,Manual,1,Honda,Honda City,2017,7.95,Comprehensive,53000,17.4,5.0,White,Hyderabad,7.95 Lakh,7.95
4485,Petrol,Hatchback,Manual,2,Maruti,Maruti Baleno,2016,5.7,Comprehensive,105224,21.4,5.0,Silver,Hyderabad,5.70 Lakh,5.7
4486,Petrol,Hatchback,Manual,2,Hyundai,Hyundai Santro,2021,5.51,Zero Dep,20837,20.3,5.0,White,Hyderabad,5.51 Lakh,5.51
4487,Petrol,Hatchback,Manual,2,Hyundai,Hyundai i20,2010,2.8,Third Party insurance,100000,18.5,5.0,Others,Hyderabad,2.80 Lakh,2.8
4488,Petrol,Hatchback,Manual,1,Datsun,Datsun RediGO,2021,4.63,Third Party insurance,24021,20.71,5.0,Blue,Hyderabad,4.63 Lakh,4.63
4489,Petrol,Sedan,Manual,1,Maruti,Maruti Ciaz,2016,6.25,Third Party insurance,61000,20.73,5.0,Grey,Hyderabad,6.25 Lakh,6.25
4490,Diesel,Sedan,Automatic,2,Volvo,Volvo S60,2013,8.0,Third Party insurance,120000,9.0,5.0,Others,Hyderabad,8 Lakh,8.0
4491,Petrol,Sedan,Manual,2,Ford,Ford Fiesta,2008,2.0,Third Party insurance,64000,15.3,5.0,Black,Hyderabad,2 Lakh,2.0
4492,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto,2011,1.7,Third Party insurance,120000,19.7,5.0,Others,Hyderabad,1.70 Lakh,1.7
4493,Petrol,SUV,Manual,1,Volkswagen,Volkswagen Taigun,2022,19.5,Third Party insurance,30000,17.88,5.0,Others,Hyderabad,19.50 Lakh,19.5
4494,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2018,3.25,Third Party insurance,49000,22.05,5.0,White,Hyderabad,3.25 Lakh,3.25
4495,Diesel,MUV,Manual,1,Mahindra,Mahindra Marazzo,2018,7.5,Third Party insurance,115000,17.3,7.0,Silver,Hyderabad,7.50 Lakh,7.5
4496,Petrol,Hatchback,Manual,1,Maruti,Maruti Alto 800,2016,2.75,Third Party insurance,50000,24.7,5.0,Others,Hyderabad,2.75 Lakh,2.75
4497,Petrol,Hatchback,Manual,1,Datsun,Datsun RediGO,2021,4.47,Third Party,18569,21.7,5.0,Others,Hyderabad,4.47 Lakh,4.47
