it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,price,Insurance Validity,Kms Driven,Mileage,Engine,Seats.1,Color,Gear Box,Drive Type,City
0,Petrol,Sedan,"42,094",Manual,2,2nd Owner,Hyundai,Hyundai Verna,2016,₹ 6.54 Lakh,Comprehensive,"42,094 Kms",17.01 kmpl,1591 CC,5.0,Others,5 Speed,FWD,Bangalore
0,Petrol,SUV,"1,14,912",Manual,1,1st Owner,Kia,Kia Seltos,2019,₹ 11.25 Lakh,Comprehensive,"1,14,912 Kms",16.1 kmpl,1353 CC,5.0,White,6-Speed,2WD,Bangalore
0,Petrol,Hatchback,"33,649",Manual,1,1st Owner,Maruti,Maruti Swift,2016,₹ 5.85 Lakh,Third Party insurance,"33,649 Kms",22 kmpl,1197 CC,5.0,Red,5,,Bangalore
0,Petrol,SUV,"54,000",Manual,1,1st Owner,Kia,Kia Seltos,2019,₹ 12.50 Lakh,Comprehensive,"54,000 Kms",16.8 kmpl,1497 CC,5.0,Orange,6-Speed,FWD,Bangalore
0,Petrol,Sedan,"69,798",Manual,2,2nd Owner,Hyundai,Hyundai Xcent,2014,₹ 4.75 Lakh,Comprehensive,"69,798 Kms",19.1 kmpl,1197 CC,5.0,Silver,5 Speed ,FWD ,Bangalore
0,Petrol,Hatchback,"69,000",Manual,2,2nd Owner,Hyundai,Hyundai i10,2010,₹ 3.10 Lakh,Comprehensive,"69,000 Kms",20.36 kmpl,1197 CC,5.0,Red,5 Speed,FWD,Bangalore
0,Diesel,SUV,"49,001",Automatic,1,1st Owner,Jeep,Jeep Compass,2020,₹ 23.95 Lakh,Zero Dep,"49,001 Kms",17.1 kmpl,1956 CC,5.0,White,6 Speed,4X4,Bangalore
0,Diesel,Sedan,"57,527",Automatic,2,2nd Owner,Hyundai,Hyundai Verna,2017,₹ 10.85 Lakh,Comprehensive,"57,527 Kms",22 kmpl,1582 CC,5.0,Fiery Red,6 Speed,FWD,Bangalore
0,Diesel,Hatchback,"57,367",Manual,1,1st Owner,Fiat,Fiat Punto EVO,2015,₹ 4.75 Lakh,Comprehensive,"57,367 Kms",20.5 kmpl,1248 CC,5.0,T Wine,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,"50,936",Manual,2,2nd Owner,Maruti,Maruti Wagon R,2015,₹ 4.06 Lakh,Third Party insurance,"50,936 Kms",20.51 kmpl,998 CC,5.0,White,5 Speed,FWD,Bangalore
0,Diesel,Hatchback,"23,237",Manual,1,1st Owner,Hyundai,Hyundai i20,2022,₹ 10.84 Lakh,Comprehensive,"23,237 Kms",25 kmpl,1493 CC,5.0,White,6 Speed,,Bangalore
0,Petrol,Hatchback,"66,596",Automatic,1,1st Owner,Maruti,Maruti Celerio,2016,₹ 4.45 Lakh,Comprehensive,"66,596 Kms",23.1 kmpl,998 CC,5.0,Others,5 Speed ,FWD,Bangalore
0,Diesel,SUV,"36,613",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2016,₹ 13.82 Lakh,Comprehensive,"36,613 Kms",16 kmpl,2179 CC,7.0,Silver,6 Speed ,AWD,Bangalore
0,Petrol,Sedan,"74,104",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2015,₹ 6.01 Lakh,Third Party insurance,"74,104 Kms",20.85 kmpl,1197 CC,5.0,White,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,"6,777",Manual,1,1st Owner,Hyundai,Hyundai Santro,2022,₹ 5.94 Lakh,Zero Dep,"6,777 Kms",20.3 kmpl,1086 CC,5.0,White,5 Speed,FWD,Bangalore
0,Petrol,SUV,"14,560",Manual,1,1st Owner,Ford,Ford Ecosport,2020,₹ 9.60 Lakh,Comprehensive,"14,560 Kms",15.9 kmpl,1496 CC,5.0,White,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,"27,000",Automatic,1,1st Owner,Maruti,Maruti S-Presso,2021,₹ 5.75 Lakh,Comprehensive,"27,000 Kms",21.7 kmpl,998 CC,5.0,White,AGS,FWD,Bangalore
0,Petrol,Sedan,"90,333",Automatic,2,2nd Owner,Honda,Honda City,2015,₹ 7.29 Lakh,Comprehensive,"90,333 Kms",18 kmpl,1497 CC,5.0,Silver,5 Speed CVT,FWD,Bangalore
0,Petrol,SUV,"50,114",Automatic,1,1st Owner,Mini,Mini Cooper Countryman,2019,₹ 35.75 Lakh,Comprehensive,"50,114 Kms",16.6 kmpl,1998 CC,5.0,Blue,8 Speed,AWD,Bangalore
0,Diesel,SUV,"69,301",Manual,1,1st Owner,Maruti,Maruti Vitara Brezza,2017,₹ 9.62 Lakh,Comprehensive,"69,301 Kms",24.3 kmpl,1248 CC,5.0,Silver,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,"71,306",Manual,1,1st Owner,Renault,Renault KWID,2021,₹ 4.50 Lakh,Comprehensive,"71,306 Kms",21.74 kmpl,999 CC,5.0,Blue,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,"35,135",Automatic,1,1st Owner,Maruti,Maruti Baleno,2019,₹ 8.49 Lakh,Third Party insurance,"35,135 Kms",19.56 kmpl,1197 CC,5.0,Prime Star Gaze,CVT,FWD,Bangalore
0,Diesel,Hatchback,"40,561",Manual,1,1st Owner,Maruti,Maruti Ritz,2016,₹ 5.35 Lakh,Third Party insurance,"40,561 Kms",23.2 kmpl,1248 CC,5.0,White,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,"90,000",Manual,1,1st Owner,Hyundai,Hyundai i20,2012,₹ 4.35 Lakh,Comprehensive,"90,000 Kms",17 kmpl,1197 CC,5.0,Brown,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,"60,000",Automatic,2,2nd Owner,Honda,Honda Jazz,2017,₹ 6.85 Lakh,Comprehensive,"60,000 Kms",19 kmpl,1199 CC,5.0,Grey,5 Speed,FWD,Bangalore
0,Diesel,SUV,"30,000",Automatic,1,1st Owner,BMW,BMW X3,2019,₹ 57.50 Lakh,Comprehensive,"30,000 Kms",16.55 kmpl,1995 CC,5.0,White,8 Speed,AWD,Bangalore
0,Diesel,SUV,"60,000",Manual,2,2nd Owner,Renault,Renault Duster,2016,₹ 7.30 Lakh,Third Party insurance,"60,000 Kms",19.87 kmpl,1461 CC,5.0,Brown,5 speed,FWD,Bangalore
0,Diesel,SUV,"1,02,000",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2015,₹ 11.45 Lakh,Comprehensive,"1,02,000 Kms",16 kmpl,2179 CC,7.0,White,6 Speed,FWD,Bangalore
0,Petrol,Hatchback,"41,659",Manual,2,2nd Owner,Maruti,Maruti Wagon R,2015,₹ 4.10 Lakh,Third Party,"41,659 Kms",18.9 kmpl,998 CC,5.0,Red,5 Speed,FWD,Bangalore
0,Petrol,Sedan,"85,300",Automatic,2,2nd Owner,Audi,Audi A4,2009,₹ 10.75 Lakh,Comprehensive,"85,300 Kms",12.3 kmpl,1781 CC,5.0,White,7 Speed,FWD,Bangalore
0,Petrol,Sedan,"32,483",Automatic,2,2nd Owner,Hyundai,Hyundai Verna,2017,₹ 8.49 Lakh,Third Party insurance,"32,483 Kms",17.01 kmpl,1591 CC,5.0,Red,4 Speed,FWD,Bangalore
0,Petrol,Hatchback,"34,376",Manual,1,1st Owner,Hyundai,Hyundai i20,2018,₹ 7.49 Lakh,Third Party insurance,"34,376 Kms",18.6 kmpl,1197 CC,5.0,Blue,5 Speed,FWD,Bangalore
0,Petrol,SUV,"36,540",Manual,1,1st Owner,Hyundai,Hyundai Creta,2017,₹ 8.72 Lakh,Third Party insurance,"36,540 Kms",15.29 kmpl,1591 CC,5.0,Silver,6 Speed,FWD,Bangalore
0,Petrol,Hatchback,"1,48,625",Manual,2,2nd Owner,Hyundai,Hyundai i20,2011,₹ 3.06 Lakh,Comprehensive,"1,48,625 Kms",17 kmpl,1197 CC,5.0,Silver,5 Speed,FWD,Bangalore
0,Diesel,Sedan,"81,000",Automatic,4,4th Owner,Audi,Audi A6,2013,₹ 9.95 Lakh,Third Party insurance,"81,000 Kms",14.57 kmpl,2967 CC,5.0,Grey,8 Speed,AWD,Bangalore
0,Petrol,Hatchback,"5,609",Manual,2,2nd Owner,Hyundai,Hyundai i10,2013,₹ 3.48 Lakh,Third Party insurance,"5,609 Kms",19.81 kmpl,1086 CC,5.0,White,5 Speed,FWD,Bangalore
0,Petrol,Sedan,"37,000",Automatic,1,1st Owner,Audi,Audi A3,2019,₹ 24.25 Lakh,Third Party insurance,"37,000 Kms",19.2 kmpl,1395 CC,5.0,Blue,7 Speed,FWD,Bangalore
0,Petrol,SUV,"6,000",Manual,1,1st Owner,Hyundai,Hyundai Alcazar,2021,₹ 17.25 Lakh,Comprehensive,"6,000 Kms",14.5 kmpl,1999 CC,6.0,Silver,6 Speed,,Bangalore
0,Diesel,Sedan,"61,000",Manual,1,1st Owner,Renault,Renault Fluence,2013,₹ 5 Lakh,Third Party,"61,000 Kms",21.8 kmpl,1461 CC,5.0,Silver,6 Speed MT,2WD,Bangalore
0,Petrol,Hatchback,"30,285",Automatic,2,2nd Owner,Renault,Renault KWID,2018,₹ 4.17 Lakh,Third Party insurance,"30,285 Kms",24.04 kmpl,999 CC,5.0,Silver,5 Speed,FWD,Bangalore
0,Diesel,Sedan,"80,153",Manual,2,2nd Owner,Volkswagen,Volkswagen Vento,2011,₹ 3.99 Lakh,Third Party insurance,"80,153 Kms",20.54 kmpl,1598 CC,5.0,White,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,"49,641",Automatic,1,1st Owner,Hyundai,Hyundai Grand i10,2016,₹ 5.41 Lakh,Comprehensive,"49,641 Kms",18.9 kmpl,1197 CC,5.0,Others,4 Speed,FWD,Bangalore
0,Petrol,Hatchback,"83,075",Automatic,2,2nd Owner,Maruti,Maruti Baleno,2016,₹ 5.68 Lakh,Comprehensive,"83,075 Kms",21.4 kmpl,1197 CC,5.0,Silver,CVT,FWD,Bangalore
0,Petrol,Hatchback,"45,677",Manual,1,1st Owner,Maruti,Maruti Baleno,2018,₹ 7.30 Lakh,Comprehensive,"45,677 Kms",21.4 kmpl,1197 CC,5.0,Red,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,"81,849",Manual,1,1st Owner,Maruti,Maruti Celerio,2017,₹ 4.46 Lakh,Comprehensive,"81,849 Kms",23.1 kmpl,998 CC,5.0,White,5 Speed,FWD,Bangalore
0,Diesel,Hatchback,"67,791",Manual,2,2nd Owner,Maruti,Maruti Swift,2015,₹ 6.38 Lakh,Comprehensive,"67,791 Kms",25.2 kmpl,1248 CC,5.0,Silver,5 Speed,FWD,Bangalore
0,Diesel,SUV,"38,100",Automatic,1,1st Owner,Volvo,Volvo XC40,2018,₹ 37.50 Lakh,Comprehensive,"38,100 Kms",18 kmpl,1969 CC,5.0,Red,8 Speed,AWD,Bangalore
0,Petrol,Hatchback,"65,015",Manual,1,1st Owner,Hyundai,Hyundai i20,2018,₹ 6.94 Lakh,Third Party insurance,"65,015 Kms",18.6 kmpl,1197 CC,5.0,Others,5 Speed,FWD,Bangalore
0,Diesel,SUV,"47,000",Automatic,2,2nd Owner,Mercedes-Benz,Mercedes-Benz GLC,2018,₹ 47 Lakh,Comprehensive,"47,000 Kms",17.9 kmpl,2143 CC,5.0,Blue,9 Speed,AWD,Bangalore
0,Petrol,Hatchback,"62,029",Manual,1,1st Owner,Maruti,Maruti Swift,2014,₹ 4.93 Lakh,Third Party,"62,029 Kms",22.38 kmpl,1197 CC,5.0,White,5-Speed,,Bangalore
0,Diesel,Hatchback,"94,926",Manual,1,1st Owner,Maruti,Maruti Swift,2017,₹ 6.37 Lakh,Comprehensive,"94,926 Kms",25.2 kmpl,1248 CC,5.0,Silver,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,"1,19,487",Manual,1,1st Owner,Hyundai,Hyundai i20,2012,₹ 3.65 Lakh,Not Available,"1,19,487 Kms",17 kmpl,1197 CC,5.0,Grey,5 Speed,FWD,Bangalore
0,Diesel,SUV,"1,26,000",Manual,1,1st Owner,Mahindra,Mahindra Bolero,2019,₹ 8.25 Lakh,Third Party insurance,"1,26,000 Kms",15.96 kmpl,2523 CC,7.0,White,5 Speed,RWD,Bangalore
0,Diesel,Sedan,"70,332",Manual,1,1st Owner,Volkswagen,Volkswagen Ameo,2017,₹ 6.45 Lakh,Comprehensive,"70,332 Kms",21.66 kmpl,1498 CC,5.0,Grey,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,"37,950",Manual,1,1st Owner,Maruti,Maruti Ignis,2017,₹ 5.85 Lakh,Third Party insurance,"37,950 Kms",20.89 kmpl,1197 CC,5.0,Grey,5 Speed,FWD,Bangalore
0,Petrol,Hatchback,"38,100",Manual,1,1st Owner,Hyundai,Hyundai i20,2019,₹ 8.35 Lakh,Comprehensive,"38,100 Kms",18.6 kmpl,1197 CC,5.0,Silver,5 Speed,FWD,Bangalore
0,Diesel,SUV,"1,56,039",Manual,2,2nd Owner,Toyota,Toyota Fortuner,2012,₹ 16.49 Lakh,Comprehensive,"1,56,039 Kms",12.55 kmpl,2982 CC,7.0,Blue,5 Speed,4WD,Bangalore
0,Petrol,Sedan,"56,000",Manual,2,2nd Owner,Maruti,Maruti SX4,2008,₹ 3.30 Lakh,Third Party insurance,"56,000 Kms",15 kmpl,1586 CC,5.0,Red,5 Speed,,Bangalore
0,Petrol,Hatchback,"42,000",Manual,2,2nd Owner,Honda,Honda Brio,2014,₹ 4.25 Lakh,Comprehensive,"42,000 Kms",19.4 kmpl,1198 CC,5.0,White,5 Speed,FWD,Bangalore
0,Diesel,Hatchback,"93,003",Manual,1,1st Owner,Hyundai,Hyundai i20,2018,₹ 7.50 Lakh,Comprehensive,"93,003 Kms",22.54 kmpl,1396 CC,5.0,Red,6 Speed,FWD,Bangalore
0,Petrol,Hatchback,"36,000",Automatic,2,2nd Owner,Hyundai,Hyundai Grand i10,2017,₹ 6.75 Lakh,Comprehensive,"36,000 Kms",18.9 kmpl,1197 CC,5.0,White,4 Speed,FWD,Bangalore
0,Petrol,SUV,"20,000",Automatic,1,1st Owner,Kia,Kia Sonet,2022,₹ 11.50 Lakh,Third Party insurance,"20,000 Kms",,998 CC,5.0,Black,7-Speed DCT,FWD,Chennai
0,Petrol,Minivans,"20,687",Manual,1,1st Owner,Maruti,Maruti Eeco,2015,₹ 4.15 Lakh,Comprehensive,"20,687 Kms",15.37 kmpl,1196 CC,7.0,Grey,5 Speed,RWD,Chennai
0,Petrol,SUV,"30,000",Manual,1,1st Owner,Nissan,Nissan Magnite,2021,₹ 7.50 Lakh,Third Party insurance,"30,000 Kms",20 kmpl,999 CC,5.0,Others,5 Speed,,Chennai
0,Petrol,Hatchback,"59,247",Manual,1,1st Owner,Hyundai,Hyundai i10,2015,₹ 3.98 Lakh,Comprehensive,"59,247 Kms",19.81 kmpl,1086 CC,5.0,Silver,5 Speed,FWD,Chennai
0,Petrol,Hatchback,"50,000",Manual,1,1st Owner,Honda,Honda Jazz,2015,₹ 5.50 Lakh,Third Party insurance,"50,000 Kms",18.7 kmpl,1199 CC,5.0,Others,5 Speed,FWD,Chennai
0,Diesel,Sedan,"20,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz E-Class,2016,₹ 33 Lakh,Comprehensive,"20,000 Kms",13 kmpl,2143 CC,5.0,White,7 Speed,RWD,Chennai
0,Petrol,Hatchback,"29,403",Automatic,1,1st Owner,Maruti,Maruti Celerio,2016,₹ 4.53 Lakh,Comprehensive,"29,403 Kms",23.1 kmpl,998 CC,5.0,Blue,5 Speed ,FWD,Chennai
0,Petrol,Hatchback,"42,700",Manual,1,1st Owner,Maruti,Maruti A-Star,2010,₹ 2.85 Lakh,Comprehensive,"42,700 Kms",19 kmpl,998 CC,5.0,Grey,5 Speed,FWD,Chennai
0,Diesel,SUV,"23,001",Automatic,1,1st Owner,BMW,BMW X3,2018,₹ 50 Lakh,Comprehensive,"23,001 Kms",16.55 kmpl,1995 CC,5.0,Grey,8 Speed,AWD,Chennai
0,Petrol,SUV,"25,925",Automatic,2,2nd Owner,Ford,Ford Ecosport,2018,₹ 8.21 Lakh,Comprehensive,"25,925 Kms",14.8 kmpl,1497 CC,5.0,Black,6 Speed,FWD,Chennai
0,Petrol,Hatchback,"20,000",Manual,1,1st Owner,Hyundai,Hyundai i20,2021,₹ 8.65 Lakh,Third Party insurance,"20,000 Kms",21 kmpl,1197 CC,5.0,Blue,5 Speed,,Chennai
0,Petrol,Hatchback,"17,711",Automatic,1,1st Owner,Honda,Honda Jazz,2019,₹ 7.92 Lakh,Comprehensive,"17,711 Kms",18.2 kmpl,1199 CC,5.0,Silver,5 Speed,FWD,Chennai
0,Diesel,Sedan,"50,000",Automatic,1,1st Owner,BMW,BMW 3 Series,2020,₹ 40.50 Lakh,Comprehensive,"50,000 Kms",20.37 kmpl,1995 CC,5.0,White,8 Speed,RWD,Chennai
0,Petrol,Hatchback,"50,000",Manual,1,1st Owner,Maruti,Maruti Swift,2018,₹ 6.10 Lakh,Third Party insurance,"50,000 Kms",22 kmpl,1197 CC,5.0,Others,5,,Chennai
0,Petrol,Hatchback,"51,125",Manual,2,2nd Owner,Hyundai,Hyundai Grand i10,2018,₹ 5.11 Lakh,Comprehensive,"51,125 Kms",18.9 kmpl,1197 CC,5.0,White,5 Speed,FWD,Chennai
0,Diesel,SUV,"69,233",Manual,1,1st Owner,Tata,Tata Nexon,2019,₹ 7.10 Lakh,Comprehensive,"69,233 Kms",21.5 kmpl,1497 CC,5.0,Orange,6 Speed,FWD,Chennai
0,Diesel,SUV,"65,000",Manual,1,1st Owner,Jeep,Jeep Compass,2017,₹ 12.25 Lakh,Comprehensive,"65,000 Kms",17.1 kmpl,1956 CC,5.0,White,6 Speed,4x2,Chennai
0,Petrol,Sedan,"93,281",Manual,1,1st Owner,Honda,Honda City,2014,₹ 5.70 Lakh,Comprehensive,"93,281 Kms",17.4 kmpl,1497 CC,5.0,Brown,5 Speed ,FWD,Chennai
0,Diesel,SUV,"18,000",Manual,1,1st Owner,Toyota,Toyota Fortuner,2022,₹ 39 Lakh,Comprehensive,"18,000 Kms",,2755 CC,7.0,White,6 Speed iMT,2WD,Chennai
0,Petrol,Sedan,"99,225",Manual,2,2nd Owner,Honda,Honda Amaze,2014,₹ 3.75 Lakh,Comprehensive,"99,225 Kms",18 kmpl,1198 CC,5.0,White,5 Speed,FWD,Chennai
0,Petrol,Hatchback,"30,000",Manual,1,1st Owner,Hyundai,Hyundai EON,2016,₹ 2.75 Lakh,Third Party insurance,"30,000 Kms",20.3 kmpl,998 CC,5.0,Others,5 Speed,FWD,Chennai
0,Petrol,Sedan,"30,602",Manual,1,1st Owner,Honda,Honda Amaze,2014,₹ 4.29 Lakh,Comprehensive,"30,602 Kms",18 kmpl,1198 CC,5.0,Silver,5 Speed,FWD,Chennai
0,Diesel,Hatchback,"64,500",Manual,1,1st Owner,Maruti,Maruti Swift,2018,₹ 6.75 Lakh,Comprehensive,"64,500 Kms",25.2 kmpl,1248 CC,5.0,Red,5 Speed,FWD,Chennai
0,Petrol,Sedan,"46,809",Manual,2,2nd Owner,Honda,Honda City,2017,₹ 7.93 Lakh,Comprehensive,"46,809 Kms",17.8 kmpl,1497 CC,5.0,White,5 Speed,FWD,Chennai
0,Electric,SUV,"20,000",Automatic,1,1st Owner,Tata,Tata Nexon EV,2020,₹ 11 Lakh,Third Party insurance,"20,000 Kms",,0 CC,5.0,Others,,,Chennai
0,Diesel,SUV,"20,000",Automatic,1,1st Owner,Hyundai,Hyundai Creta,2019,₹ 14.25 Lakh,Comprehensive,"20,000 Kms",17.01 kmpl,1582 CC,5.0,White,6 Speed,FWD,Chennai
0,Petrol,SUV,"21,725",Automatic,1,1st Owner,Hyundai,Hyundai Venue,2020,₹ 10.36 Lakh,Third Party,"21,725 Kms",18.15 kmpl,998 CC,5.0,Red,7-Speed,FWD,Chennai
0,Petrol,Sedan,"80,000",Manual,1,1st Owner,Honda,Honda City,2016,₹ 8 Lakh,Third Party insurance,"80,000 Kms",17.8 kmpl,1497 CC,5.0,Others,5 Speed,FWD,Chennai
0,Petrol,Sedan,"88,000",Automatic,2,2nd Owner,Audi,Audi A6,2013,₹ 14 Lakh,Third Party insurance,"88,000 Kms",13.53 kmpl,1984 CC,5.0,Blue,8 Speed,FWD,Chennai
0,Petrol,Sedan,"30,360",Automatic,2,2nd Owner,Honda,Honda City,2019,₹ 10.88 Lakh,Third Party,"30,360 Kms",17.4 kmpl,1497 CC,5.0,Black,CVT,FWD,Chennai
0,Petrol,Hatchback,"70,000",Automatic,2,2nd Owner,Maruti,Maruti Baleno,2017,₹ 5.90 Lakh,Third Party insurance,"70,000 Kms",21.4 kmpl,1197 CC,5.0,Others,CVT,FWD,Chennai
0,Petrol,Hatchback,"16,246",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2016,₹ 5.68 Lakh,Comprehensive,"16,246 Kms",18.9 kmpl,1197 CC,5.0,Red,5 Speed,FWD,Chennai
0,Petrol,Hatchback,"55,000",Automatic,2,2nd Owner,Maruti,Maruti Celerio,2017,₹ 4 Lakh,Comprehensive,"55,000 Kms",23.1 kmpl,998 CC,5.0,White,5 Speed ,FWD,Chennai
0,Petrol,MUV,"13,000",Automatic,1,1st Owner,Toyota,Toyota Innova Crysta,2022,₹ 27.90 Lakh,Comprehensive,"13,000 Kms",8 kmpl,2694 CC,7.0,White,6 Speed,RWD,Chennai
0,Petrol,Hatchback,"71,638",Automatic,2,2nd Owner,Maruti,Maruti Celerio,2016,₹ 4.22 Lakh,Third Party,"71,638 Kms",23.1 kmpl,998 CC,5.0,Red,5 Speed ,FWD,Chennai
0,Petrol,Sedan,"46,105",Manual,1,1st Owner,Honda,Honda Amaze,2015,₹ 4.50 Lakh,Comprehensive,"46,105 Kms",18 kmpl,1198 CC,5.0,White,5 Speed,FWD,Chennai
0,Petrol,SUV,"60,000",Manual,1,1st Owner,Honda,Honda WR-V,2017,₹ 6.50 Lakh,Third Party insurance,"60,000 Kms",17.5 kmpl,1199 CC,5.0,Others,5 Speed,FWD,Chennai
0,Diesel,Hatchback,"80,000",Manual,1,1st Owner,Honda,Honda Jazz,2017,₹ 5.75 Lakh,Third Party insurance,"80,000 Kms",27.3 kmpl,1498 CC,5.0,Others,6 Speed,FWD,Chennai
0,Diesel,Hatchback,"58,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz B Class,2015,₹ 19.50 Lakh,Comprehensive,"58,000 Kms",15 kmpl,2143 CC,5.0,Grey,7G DCT 7-Speed Dual Clutch Transmission ,FWD,Chennai
0,Petrol,Sedan,"70,000",Manual,2,2nd Owner,Maruti,Maruti Esteem,2008,₹ 1.50 Lakh,Third Party insurance,"70,000 Kms",15.9 kmpl,1298 CC,5.0,Silver,5 Speed,,Chennai
0,Petrol,Hatchback,"61,764",Automatic,1,1st Owner,Maruti,Maruti Baleno,2017,₹ 7.02 Lakh,Third Party,"61,764 Kms",21.4 kmpl,1197 CC,5.0,Grey,CVT,FWD,Chennai
0,Petrol,SUV,"36,018",Manual,2,2nd Owner,Mahindra,Mahindra KUV 100,2016,₹ 4.48 Lakh,Third Party insurance,"36,018 Kms",18.15 kmpl,1198 CC,6.0,Orange,5 Speed,FWD,Chennai
0,Diesel,SUV,"1,50,000",Automatic,1,1st Owner,Renault,Renault Duster,2016,₹ 6.50 Lakh,Third Party insurance,"1,50,000 Kms",19.6 kmpl,1461 CC,5.0,Others,6 Speed,FWD,Chennai
0,Petrol,Hatchback,"17,197",Manual,1,1st Owner,Hyundai,Hyundai Grand i10 Nios,2022,₹ 8.01 Lakh,Third Party,"17,197 Kms",20.7 kmpl,998 CC,5.0,Black,5-Speed,,Chennai
0,Petrol,Sedan,"62,931",Automatic,2,2nd Owner,Honda,Honda City,2016,₹ 7.72 Lakh,Comprehensive,"62,931 Kms",18 kmpl,1497 CC,5.0,Brown,5 Speed CVT,FWD,Chennai
0,Petrol,Sedan,"90,000",Manual,2,2nd Owner,Toyota,Toyota Corolla Altis,2013,₹ 5 Lakh,Third Party insurance,"90,000 Kms",14.53 kmpl,1798 CC,5.0,Others,6 Speed ,FWD,Chennai
0,Petrol,SUV,"21,023",Manual,1,1st Owner,Mahindra,Mahindra XUV300,2021,₹ 11.03 Lakh,Third Party,"21,023 Kms",16.82 kmpl,1197 CC,5.0,Red,6 Speed,,Chennai
0,Diesel,Sedan,"43,000",Manual,1,1st Owner,Toyota,Toyota Corolla Altis,2018,₹ 14.90 Lakh,Comprehensive,"43,000 Kms",21.43 kmpl,1364 CC,5.0,White,6 Speed,FWD,Chennai
0,Diesel,Sedan,"1,10,505",Automatic,1,1st Owner,Maruti,Maruti Swift Dzire,2017,₹ 6.27 Lakh,Third Party insurance,"1,10,505 Kms",28.4 kmpl,1248 CC,5.0,Silver,5 Speed,FWD,Chennai
0,Petrol,Sedan,"78,892",Manual,1,1st Owner,Hyundai,Hyundai Verna,2018,₹ 8.35 Lakh,Third Party insurance,"78,892 Kms",17 kmpl,1591 CC,5.0,Silver,6 Speed,FWD,Chennai
0,Diesel,Sedan,"59,000",Automatic,1,1st Owner,Audi,Audi A6,2015,₹ 20.90 Lakh,Third Party insurance,"59,000 Kms",18.53 kmpl,1968 CC,5.0,White,7 Speed,FWD,Chennai
0,Petrol,Sedan,"90,058",Manual,1,1st Owner,Chevrolet,Chevrolet Sail,2014,₹ 3.50 Lakh,Comprehensive,"90,058 Kms",18.2 kmpl,1199 CC,5.0,White,5 Speed,FWD,Chennai
0,Diesel,SUV,"69,000",Automatic,1,1st Owner,Audi,Audi Q5,2015,₹ 21 Lakh,Third Party insurance,"69,000 Kms",13.22 kmpl,2967 CC,5.0,White,7 Speed ,AWD,Chennai
0,Diesel,SUV,"67,000",Manual,1,1st Owner,Honda,Honda WR-V,2019,₹ 9.25 Lakh,Comprehensive,"67,000 Kms",25.5 kmpl,1498 CC,5.0,Red,6 Speed,FWD,Chennai
0,Diesel,Sedan,"80,000",Manual,1,1st Owner,Maruti,Maruti Ciaz,2017,₹ 8.50 Lakh,Third Party insurance,"80,000 Kms",28.09 kmpl,1248 CC,5.0,Others,5 Speed,FWD,Chennai
0,Diesel,Sedan,"80,000",Manual,1,1st Owner,Maruti,Maruti Ciaz,2017,₹ 8.50 Lakh,Third Party insurance,"80,000 Kms",28.09 kmpl,1248 CC,5.0,Others,5 Speed,FWD,Chennai
0,Diesel,SUV,"57,000",Automatic,1,1st Owner,Audi,Audi Q7,2020,₹ 66 Lakh,Comprehensive,"57,000 Kms",14.75 kmpl,2967 CC,7.0,White,8 Speed,AWD,Chennai
0,Diesel,MUV,"8,00,000",Manual,1,1st Owner,Toyota,Toyota Innova Crysta,2018,₹ 21.50 Lakh,Comprehensive,"8,00,000 Kms",13.68 kmpl,2393 CC,8.0,Black,5 Speed,RWD,Chennai
0,Diesel,Sedan,"55,00,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz C-Class,2018,₹ 36 Lakh,Comprehensive,"55,00,000 Kms",19.27 kmpl,2143 CC,5.0,Blue,9 Speed,RWD,Chennai
0,Diesel,Sedan,"27,000",Automatic,1,1st Owner,BMW,BMW 7 Series,2017,₹ 68 Lakh,Comprehensive,"27,000 Kms",16.46 kmpl,2993 CC,5.0,White,8 Speed,RWD,Chennai
0,Petrol,SUV,"38,334",Manual,1,1st Owner,Tata,Tata Nexon,2018,₹ 7.07 Lakh,Comprehensive,"38,334 Kms",17 kmpl,1198 CC,5.0,Silver,6 Speed,FWD,Chennai
0,Petrol,Hatchback,"36,992",Manual,1,1st Owner,Volkswagen,Volkswagen Polo,2019,₹ 6.80 Lakh,Third Party insurance,"36,992 Kms",17.74 kmpl,999 CC,5.0,Red,5 Speed,FWD,Chennai
