it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,price,Insurance Validity,Kms Driven,Mileage,Engine,Seats.1,Color,Gear Box,Drive Type,City
0,Diesel,SUV,"1,20,000",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2012,₹ 5 Lakh,Third Party insurance,"1,20,000 Kms",15.1 kmpl,2179 CC,7.0,Others,,,Jaipur
0,Petrol,SUV,"20,000",Manual,1,1st Owner,Honda,Honda WR-V,2022,₹ 9.50 Lakh,Third Party insurance,"20,000 Kms",16.5 kmpl,1199 CC,5.0,Others,,,Jaipur
0,Diesel,SUV,"1,50,000",Manual,1,1st Owner,Jeep,Jeep Compass,2018,₹ 12.14 Lakh,Third Party insurance,"1,50,000 Kms",17.1 kmpl,1956 CC,5.0,Others,,,Jaipur
0,Petrol,Sedan,"20,000",Manual,1,1st Owner,Hyundai,Hyundai Aura,2021,₹ 6.70 Lakh,Third Party insurance,"20,000 Kms",20.5 kmpl,1197 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"80,000",Manual,2,2nd Owner,Maruti,Maruti 800,2004,"₹ 50,000 ",Third Party insurance,"80,000 Kms",16.1 kmpl,796 CC,4.0,Others,,,Jaipur
0,Diesel,SUV,"90,000",Manual,1,1st Owner,Maruti,Maruti Vitara Brezza,2017,₹ 8.50 Lakh,Third Party insurance,"90,000 Kms",24.3 kmpl,1248 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"30,000",Manual,1,1st Owner,Renault,Renault KWID,2017,₹ 3 Lakh,Third Party insurance,"30,000 Kms",25.17 kmpl,799 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"30,000",Manual,1,1st Owner,Maruti,Maruti Alto 800,2020,₹ 3.30 Lakh,Third Party insurance,"30,000 Kms",22.05 kmpl,796 CC,5.0,Others,,,Jaipur
0,Diesel,SUV,"40,000",Manual,3,3rd Owner,Maruti,Maruti Vitara Brezza,2018,₹ 7.50 Lakh,Third Party insurance,"40,000 Kms",24.3 kmpl,1248 CC,5.0,Others,,,Jaipur
0,Petrol,Sedan,"1,20,000",Manual,4,4th Owner,Hyundai,Hyundai Accent,2005,"₹ 70,000 ",Third Party insurance,"1,20,000 Kms",13.2 kmpl,1495 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"1,20,000",Manual,4,4th Owner,Maruti,Maruti Wagon R,2006,"₹ 80,000 ",Third Party insurance,"1,20,000 Kms",18.9 kmpl,998 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"60,000",Manual,2,2nd Owner,Maruti,Maruti Wagon R,2009,₹ 1.25 Lakh,Third Party insurance,"60,000 Kms",18.9 kmpl,1061 CC,5.0,Others,,,Jaipur
0,Diesel,Sedan,"1,50,000",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,2009,₹ 2.50 Lakh,Third Party insurance,"1,50,000 Kms",19.3 kmpl,1248 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"60,000",Manual,1,1st Owner,Maruti,Maruti Alto 800,2019,₹ 3.70 Lakh,Third Party insurance,"60,000 Kms",24.7 kmpl,796 CC,5.0,Others,,,Jaipur
0,Diesel,SUV,"1,50,000",Manual,1,1st Owner,Renault,Renault Duster,2013,₹ 3.25 Lakh,Third Party insurance,"1,50,000 Kms",19.01 kmpl,1461 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"80,000",Manual,2,2nd Owner,Maruti,Maruti 800,2006,"₹ 45,000 ",Third Party insurance,"80,000 Kms",16.1 kmpl,796 CC,4.0,Others,,,Jaipur
0,Diesel,SUV,"1,00,000",Manual,2,2nd Owner,Tata,Tata New Safari,2009,₹ 1.70 Lakh,Third Party insurance,"1,00,000 Kms",13.93 kmpl,2179 CC,7.0,Others,,,Jaipur
0,Diesel,SUV,"50,000",Manual,1,1st Owner,Mahindra,Mahindra Bolero Power Plus,2019,₹ 8 Lakh,Third Party insurance,"50,000 Kms",16.5 kmpl,1493 CC,7.0,Others,,,Jaipur
0,Diesel,Hatchback,"50,000",Manual,3,3rd Owner,Chevrolet,Chevrolet Beat,2012,₹ 1.22 Lakh,Third Party insurance,"50,000 Kms",25.44 kmpl,936 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"60,000",Manual,2,2nd Owner,Hyundai,Hyundai i10,2008,₹ 1.50 Lakh,Third Party insurance,"60,000 Kms",20.36 kmpl,1197 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"30,000",Manual,1,1st Owner,Maruti,Maruti Alto 800,2020,₹ 3.25 Lakh,Third Party insurance,"30,000 Kms",22.05 kmpl,796 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"80,000",Manual,4,4th Owner,Maruti,Maruti 800,2003,"₹ 50,000 ",Third Party insurance,"80,000 Kms",16.1 kmpl,796 CC,4.0,Others,,,Jaipur
0,Petrol,SUV,"10,000",Manual,2,2nd Owner,Hyundai,Hyundai Venue,2022,₹ 11 Lakh,Third Party insurance,"10,000 Kms",18 kmpl,998 CC,5.0,Others,,,Jaipur
0,Lpg,Sedan,"1,50,000",Manual,2,2nd Owner,Hyundai,Hyundai Accent,2009,₹ 1 Lakh,Third Party insurance,"1,50,000 Kms",13.2 kmpl,1495 CC,5.0,Others,,,Jaipur
0,Petrol,Coupe,"40,000",Automatic,4,4th Owner,BMW,BMW 6 Series,2006,₹ 7 Lakh,Third Party insurance,"40,000 Kms",7.94 kmpl,4395 CC,4.0,Others,,,Jaipur
0,Petrol,Hatchback,"1,50,000",Manual,2,2nd Owner,Maruti,Maruti Wagon R,2009,₹ 1.25 Lakh,Third Party insurance,"1,50,000 Kms",18.9 kmpl,1061 CC,5.0,Others,,,Jaipur
0,Petrol,SUV,"60,000",Manual,1,1st Owner,Tata,Tata Nexon,2019,₹ 8 Lakh,Third Party insurance,"60,000 Kms",17 kmpl,1198 CC,5.0,Others,,,Jaipur
0,Petrol,MUV,"30,000",Manual,1,1st Owner,Renault,Renault Triber,2021,₹ 7.80 Lakh,Third Party insurance,"30,000 Kms",20 kmpl,999 CC,7.0,Others,,,Jaipur
0,Petrol,Sedan,"1,20,000",Manual,2,2nd Owner,Honda,Honda City,2009,₹ 2.25 Lakh,Third Party insurance,"1,20,000 Kms",17 kmpl,1497 CC,5.0,Others,,,Jaipur
0,Petrol,SUV,"50,000",Automatic,1,1st Owner,Tata,Tata Nexon,2021,₹ 9.50 Lakh,Third Party insurance,"50,000 Kms",17.05 kmpl,1199 CC,5.0,Others,,,Jaipur
0,Diesel,Hatchback,"1,50,000",Manual,2,2nd Owner,Maruti,Maruti Swift,2014,₹ 3.80 Lakh,Third Party insurance,"1,50,000 Kms",25.2 kmpl,1248 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"1,50,000",Manual,2,2nd Owner,Maruti,Maruti Zen Estilo,2007,"₹ 90,000 ",Third Party insurance,"1,50,000 Kms",18.2 kmpl,998 CC,5.0,Others,5 Speed,FWD,Jaipur
0,Petrol,Hatchback,"10,000",Manual,1,1st Owner,Maruti,Maruti Alto 800,2022,₹ 4.25 Lakh,Third Party insurance,"10,000 Kms",22.05 kmpl,796 CC,5.0,Others,,,Jaipur
0,Petrol,SUV,"30,000",Manual,1,1st Owner,Kia,Kia Seltos,2021,₹ 14.50 Lakh,Third Party insurance,"30,000 Kms",16.8 kmpl,1497 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"60,000",Manual,2,2nd Owner,Maruti,Maruti Baleno,2018,₹ 5.90 Lakh,Third Party insurance,"60,000 Kms",21.4 kmpl,1197 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"60,000",Manual,2,2nd Owner,Maruti,Maruti Baleno,2018,₹ 5.90 Lakh,Third Party insurance,"60,000 Kms",21.4 kmpl,1197 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"50,000",Manual,1,1st Owner,Maruti,Maruti Alto 800,2018,₹ 2.80 Lakh,Third Party insurance,"50,000 Kms",24.7 kmpl,796 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"1,20,000",Manual,2,2nd Owner,Maruti,Maruti Celerio,2014,₹ 2.50 Lakh,Third Party insurance,"1,20,000 Kms",23.1 kmpl,998 CC,5.0,Others,,,Jaipur
0,Diesel,SUV,"70,000",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2013,₹ 5 Lakh,Third Party insurance,"70,000 Kms",15.1 kmpl,2179 CC,7.0,Others,,,Jaipur
0,Diesel,SUV,"1,50,000",Manual,1,1st Owner,Maruti,Maruti SX4 S Cross,2017,₹ 5 Lakh,Third Party insurance,"1,50,000 Kms",25.1 kmpl,1248 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"50,000",Manual,1,1st Owner,Tata,Tata Nano,2016,₹ 1.42 Lakh,Third Party insurance,"50,000 Kms",25.4 kmpl,624 CC,4.0,Others,,,Jaipur
0,Petrol,SUV,"70,000",Manual,1,1st Owner,Mahindra,Mahindra KUV 100,2016,₹ 3 Lakh,Third Party insurance,"70,000 Kms",18.15 kmpl,1198 CC,6.0,Others,,,Jaipur
0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Maruti,Maruti Swift,2021,₹ 6.50 Lakh,Third Party insurance,"40,000 Kms",22.38 kmpl,1197 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"1,20,000",Manual,3,3rd Owner,Maruti,Maruti Swift,2006,₹ 1.50 Lakh,Third Party insurance,"1,20,000 Kms",16.1 kmpl,1298 CC,5.0,Others,,,Jaipur
0,Petrol,Sedan,"60,000",Manual,2,2nd Owner,Tata,Tata Tigor,2019,₹ 5 Lakh,Third Party insurance,"60,000 Kms",20.3 kmpl,1199 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"1,50,000",Automatic,4,4th Owner,Maruti,Maruti A-Star,2010,₹ 1.50 Lakh,Third Party insurance,"1,50,000 Kms",16.98 kmpl,998 CC,5.0,Others,,,Jaipur
0,Diesel,Sedan,"90,000",Manual,2,2nd Owner,Tata,Tata Indigo,2011,₹ 1.61 Lakh,Third Party insurance,"90,000 Kms",23.57 kmpl,1396 CC,5.0,Others,,,Jaipur
0,Petrol,SUV,"10,000",Manual,2,2nd Owner,Honda,Honda WR-V,2023,₹ 10 Lakh,Third Party insurance,"10,000 Kms",16.5 kmpl,1199 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"50,000",Manual,1,1st Owner,Tata,Tata Tiago,2020,₹ 5.20 Lakh,Third Party insurance,"50,000 Kms",20.09 kmpl,1199 CC,5.0,Others,,,Jaipur
0,Diesel,SUV,"90,000",Manual,2,2nd Owner,Mahindra,Mahindra TUV 300,2016,₹ 7.25 Lakh,Third Party insurance,"90,000 Kms",18.49 kmpl,1493 CC,7.0,Others,,,Jaipur
0,Petrol,MUV,"30,000",Manual,1,1st Owner,Renault,Renault Triber,2021,₹ 7.50 Lakh,Third Party insurance,"30,000 Kms",20 kmpl,999 CC,7.0,Others,,,Jaipur
0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Maruti,Maruti Alto K10,2013,₹ 2.50 Lakh,Third Party insurance,"40,000 Kms",20.92 kmpl,998 CC,5.0,Others,,,Jaipur
0,Diesel,SUV,"1,50,000",Manual,1,1st Owner,Renault,Renault Duster,2013,₹ 3.50 Lakh,Third Party insurance,"1,50,000 Kms",19.01 kmpl,1461 CC,5.0,Others,,,Jaipur
0,Lpg,Hatchback,"1,20,000",Manual,1,1st Owner,Hyundai,Hyundai i10,2017,₹ 4 Lakh,Third Party insurance,"1,20,000 Kms",19.2 kmpl,1086 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"1,00,000",Manual,3,3rd Owner,Maruti,Maruti Alto,2012,₹ 1.50 Lakh,Third Party insurance,"1,00,000 Kms",19.7 kmpl,796 CC,5.0,Others,,,Jaipur
0,Diesel,Sedan,"90,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2016,₹ 4.60 Lakh,Third Party insurance,"90,000 Kms",26.59 kmpl,1248 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"70,000",Manual,4,4th Owner,Maruti,Maruti 800,2004,"₹ 40,000 ",Third Party insurance,"70,000 Kms",16.1 kmpl,796 CC,4.0,Others,,,Jaipur
0,Diesel,Sedan,"1,50,000",Manual,1,1st Owner,Chevrolet,Chevrolet Sail,2017,₹ 4.25 Lakh,Third Party insurance,"1,50,000 Kms",22.1 kmpl,1248 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"1,20,000",Manual,2,2nd Owner,Maruti,Maruti Wagon R,2005,₹ 1 Lakh,Third Party insurance,"1,20,000 Kms",18.9 kmpl,998 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"60,000",Manual,1,1st Owner,Maruti,Maruti Baleno RS,2019,₹ 6.50 Lakh,Third Party insurance,"60,000 Kms",21.1 kmpl,998 CC,5.0,Others,,,Jaipur
0,Diesel,MUV,"1,00,000",Manual,2,2nd Owner,Maruti,Maruti Ertiga,2017,₹ 7.50 Lakh,Third Party insurance,"1,00,000 Kms",24.52 kmpl,1248 CC,7.0,Others,,,Jaipur
0,Petrol,Hatchback,"10,000",Manual,1,1st Owner,Maruti,Maruti Alto 800,2022,₹ 4.56 Lakh,Third Party insurance,"10,000 Kms",22.05 kmpl,796 CC,5.0,Others,,,Jaipur
0,Diesel,SUV,"1,20,000",Manual,1,1st Owner,Renault,Renault Duster,2013,₹ 3.50 Lakh,Third Party insurance,"1,20,000 Kms",19.01 kmpl,1461 CC,5.0,Others,,,Jaipur
0,Diesel,Sedan,"1,50,000",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2015,₹ 3.75 Lakh,Third Party insurance,"1,50,000 Kms",26.59 kmpl,1248 CC,5.0,Others,,,Jaipur
0,Diesel,SUV,"1,20,000",Manual,2,2nd Owner,Mahindra,Mahindra Bolero,2005,₹ 3.05 Lakh,Third Party insurance,"1,20,000 Kms",15.96 kmpl,2523 CC,9.0,Others,,,Jaipur
0,Diesel,Sedan,"1,50,000",Manual,2,2nd Owner,Hyundai,Hyundai Verna,2012,₹ 4 Lakh,Third Party insurance,"1,50,000 Kms",22.32 kmpl,1582 CC,5.0,Others,,,Jaipur
0,Diesel,Sedan,"1,50,000",Manual,1,1st Owner,Honda,Honda Amaze,2016,₹ 4 Lakh,Third Party insurance,"1,50,000 Kms",25.8 kmpl,1498 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"1,20,000",Manual,2,2nd Owner,Hyundai,Hyundai EON,2017,₹ 2.30 Lakh,Third Party insurance,"1,20,000 Kms",21.1 kmpl,814 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"20,000",Manual,2,2nd Owner,Tata,Tata Altroz,2021,₹ 7.25 Lakh,Third Party insurance,"20,000 Kms",19.33 kmpl,1199 CC,5.0,Others,,,Jaipur
0,Diesel,MUV,"1,00,000",Manual,2,2nd Owner,Toyota,Toyota Innova,2009,₹ 4.25 Lakh,Third Party insurance,"1,00,000 Kms",12.8 kmpl,2494 CC,7.0,Others,,,Jaipur
0,Petrol,Sedan,"30,000",Manual,1,1st Owner,Volkswagen,Volkswagen Vento,2014,₹ 4.50 Lakh,Third Party insurance,"30,000 Kms",15.04 kmpl,1598 CC,5.0,Others,,,Jaipur
0,Diesel,Hatchback,"1,20,000",Manual,2,2nd Owner,Nissan,Nissan Micra,2016,₹ 3 Lakh,Third Party insurance,"1,20,000 Kms",23.08 kmpl,1461 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"90,000",Manual,3,3rd Owner,Chevrolet,Chevrolet Beat,2011,₹ 1.60 Lakh,Third Party insurance,"90,000 Kms",18.6 kmpl,1199 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"10,000",Manual,1,1st Owner,Maruti,Maruti Swift,2023,₹ 6.40 Lakh,Third Party insurance,"10,000 Kms",22.38 kmpl,1197 CC,5.0,Others,,,Jaipur
0,Petrol,Sedan,"30,000",Manual,1,1st Owner,Hyundai,Hyundai Aura,2021,₹ 6.75 Lakh,Third Party insurance,"30,000 Kms",20.5 kmpl,1197 CC,5.0,Others,,,Jaipur
0,Diesel,SUV,"1,50,000",Manual,1,1st Owner,Renault,Renault Duster,2012,₹ 3 Lakh,Third Party insurance,"1,50,000 Kms",20.45 kmpl,1461 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"40,000",Manual,2,2nd Owner,Maruti,Maruti Alto 800,2015,₹ 2.50 Lakh,Third Party insurance,"40,000 Kms",22.74 kmpl,796 CC,5.0,Others,,,Jaipur
0,Diesel,Sedan,"1,20,000",Manual,3,3rd Owner,Tata,Tata Zest,2017,₹ 4.50 Lakh,Third Party insurance,"1,20,000 Kms",22.95 kmpl,1248 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"60,000",Manual,1,1st Owner,Hyundai,Hyundai EON,2017,₹ 2.60 Lakh,Third Party insurance,"60,000 Kms",21.1 kmpl,814 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"10,000",Manual,1,1st Owner,Hyundai,Hyundai i20,2023,₹ 8.50 Lakh,Third Party insurance,"10,000 Kms",21 kmpl,1197 CC,5.0,Others,,,Jaipur
0,Diesel,SUV,"1,50,000",Manual,1,1st Owner,Ford,Ford Ecosport,2014,₹ 4.50 Lakh,Third Party insurance,"1,50,000 Kms",22.7 kmpl,1498 CC,5.0,Others,,,Jaipur
0,Diesel,Sedan,"70,000",Manual,2,2nd Owner,Chevrolet,Chevrolet Cruze,2013,₹ 3.80 Lakh,Third Party insurance,"70,000 Kms",17.3 kmpl,1998 CC,5.0,Others,,,Jaipur
0,Diesel,Sedan,"80,000",Manual,1,1st Owner,Honda,Honda City,2015,₹ 4.50 Lakh,Third Party insurance,"80,000 Kms",26 kmpl,1498 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"60,000",Manual,1,1st Owner,Renault,Renault KWID,2017,₹ 3 Lakh,Third Party insurance,"60,000 Kms",25.17 kmpl,799 CC,5.0,Others,,,Jaipur
0,Diesel,Hatchback,"1,20,000",Manual,1,1st Owner,Tata,Tata Indica,2011,₹ 2.25 Lakh,Third Party insurance,"1,20,000 Kms",18 kmpl,1248 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"70,000",Manual,3,3rd Owner,Maruti,Maruti Alto,2009,₹ 1.50 Lakh,Third Party insurance,"70,000 Kms",19.7 kmpl,796 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"90,000",Manual,2,2nd Owner,Hyundai,Hyundai i10,2012,₹ 2 Lakh,Third Party insurance,"90,000 Kms",20.36 kmpl,1197 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"1,20,000",Manual,1,1st Owner,Maruti,Maruti Zen,2001,"₹ 40,000 ",Third Party insurance,"1,20,000 Kms",17.3 kmpl,993 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2017,₹ 4 Lakh,Third Party insurance,"40,000 Kms",20.51 kmpl,998 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"70,000",Automatic,1,1st Owner,Maruti,Maruti Wagon R,2015,₹ 3.50 Lakh,Third Party insurance,"70,000 Kms",20.51 kmpl,998 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"60,000",Manual,1,1st Owner,Hyundai,Hyundai EON,2015,₹ 2.50 Lakh,Third Party insurance,"60,000 Kms",21.1 kmpl,814 CC,5.0,Others,,,Jaipur
0,Petrol,Sedan,"80,000",Manual,1,1st Owner,Toyota,Toyota Etios,2011,₹ 3.50 Lakh,Third Party insurance,"80,000 Kms",17.6 kmpl,1496 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"50,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2012,₹ 3 Lakh,Third Party insurance,"50,000 Kms",18.9 kmpl,998 CC,5.0,Others,,,Jaipur
0,Diesel,Hatchback,"1,20,000",Manual,4,4th Owner,Ford,Ford Figo,2011,₹ 2 Lakh,Third Party insurance,"1,20,000 Kms",20 kmpl,1399 CC,5.0,Others,,,Jaipur
0,Diesel,Hatchback,"1,50,000",Manual,3,3rd Owner,Maruti,Maruti Ritz,2009,₹ 3 Lakh,Third Party insurance,"1,50,000 Kms",21.1 kmpl,1248 CC,5.0,Others,,,Jaipur
0,Diesel,Hatchback,"1,20,000",Manual,2,2nd Owner,Maruti,Maruti Ritz,2013,₹ 3 Lakh,Third Party insurance,"1,20,000 Kms",23.2 kmpl,1248 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"40,000",Manual,2,2nd Owner,Maruti,Maruti Alto 800,2015,₹ 2.50 Lakh,Third Party insurance,"40,000 Kms",22.74 kmpl,796 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"40,000",Manual,2,2nd Owner,Datsun,Datsun RediGO,2020,₹ 3 Lakh,Third Party insurance,"40,000 Kms",20.71 kmpl,799 CC,5.0,Others,,,Jaipur
0,Petrol,SUV,"40,000",Manual,1,1st Owner,Hyundai,Hyundai Venue,2021,₹ 10 Lakh,Third Party insurance,"40,000 Kms",18.27 kmpl,998 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"70,000",Manual,2,2nd Owner,Nissan,Nissan Micra Active,2013,₹ 2 Lakh,Third Party insurance,"70,000 Kms",19.49 kmpl,1198 CC,5.0,Others,,,Jaipur
0,Petrol,Sedan,"1,20,000",Automatic,2,2nd Owner,Honda,Honda City,2013,₹ 3.50 Lakh,Third Party insurance,"1,20,000 Kms",16.8 kmpl,1497 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"1,50,000",Manual,2,2nd Owner,Maruti,Maruti Zen Estilo,2010,₹ 1 Lakh,Third Party insurance,"1,50,000 Kms",19 kmpl,998 CC,5.0,Others,,,Jaipur
0,Diesel,Sedan,"1,00,000",Manual,3,3rd Owner,Honda,Honda City,2015,₹ 5 Lakh,Third Party insurance,"1,00,000 Kms",26 kmpl,1498 CC,5.0,Others,,,Jaipur
0,Diesel,Sedan,"80,000",Automatic,1,1st Owner,Maruti,Maruti Swift Dzire,2017,₹ 7 Lakh,Third Party insurance,"80,000 Kms",28.4 kmpl,1248 CC,5.0,Others,,,Jaipur
0,Petrol,Sedan,"40,000",Automatic,1,1st Owner,Honda,Honda Amaze,2021,₹ 8 Lakh,Third Party insurance,"40,000 Kms",18.3 kmpl,1199 CC,5.0,Others,,,Jaipur
0,Cng,Sedan,"30,000",Manual,1,1st Owner,Tata,Tata Tigor,2022,₹ 8.20 Lakh,Third Party insurance,"30,000 Kms",26.49 kmpl,1199 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"90,000",Manual,1,1st Owner,Tata,Tata Altroz,2020,₹ 6.75 Lakh,Third Party insurance,"90,000 Kms",18.53 kmpl,1199 CC,5.0,Others,,,Jaipur
0,Diesel,MUV,"1,00,000",Manual,3,3rd Owner,Maruti,Maruti Ertiga,2019,₹ 11 Lakh,Third Party insurance,"1,00,000 Kms",25.47 kmpl,1248 CC,7.0,Others,,,Jaipur
0,Diesel,SUV,"70,000",Manual,1,1st Owner,Mahindra,Mahindra Quanto,2014,₹ 3.50 Lakh,Third Party insurance,"70,000 Kms",17.21 kmpl,1493 CC,7.0,Others,,,Jaipur
0,Diesel,Sedan,"1,50,000",Manual,1,1st Owner,Honda,Honda City,2015,₹ 5 Lakh,Third Party insurance,"1,50,000 Kms",26 kmpl,1498 CC,5.0,Others,,,Jaipur
0,Diesel,SUV,"30,000",Manual,3,3rd Owner,Mahindra,Mahindra Bolero,2013,₹ 5 Lakh,Third Party insurance,"30,000 Kms",15.96 kmpl,2523 CC,7.0,Others,,,Jaipur
0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Maruti,Maruti Alto 800,2018,₹ 3.20 Lakh,Third Party insurance,"40,000 Kms",24.7 kmpl,796 CC,5.0,Others,,,Jaipur
0,Diesel,Sedan,"1,20,000",Manual,4,4th Owner,Volkswagen,Volkswagen Vento,2013,₹ 4.20 Lakh,Third Party insurance,"1,20,000 Kms",20.54 kmpl,1598 CC,5.0,Others,,,Jaipur
0,Diesel,Sedan,"1,50,000",Manual,1,1st Owner,Honda,Honda Amaze,2014,₹ 3.25 Lakh,Third Party insurance,"1,50,000 Kms",25.8 kmpl,1498 CC,5.0,Others,,,Jaipur
0,Petrol,SUV,"30,000",Manual,1,1st Owner,Maruti,Maruti Vitara Brezza,2020,₹ 9.50 Lakh,Third Party insurance,"30,000 Kms",17.03 kmpl,1462 CC,5.0,Others,,,Jaipur
0,Petrol,SUV,"30,000",Manual,1,1st Owner,Maruti,Maruti Vitara Brezza,2020,₹ 9.50 Lakh,Third Party insurance,"30,000 Kms",17.03 kmpl,1462 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"1,20,000",Manual,1,1st Owner,Datsun,Datsun RediGO,2017,₹ 3 Lakh,Third Party insurance,"1,20,000 Kms",22.7 kmpl,799 CC,5.0,Others,,,Jaipur
0,Diesel,Hatchback,"90,000",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2015,₹ 4 Lakh,Third Party insurance,"90,000 Kms",24 kmpl,1120 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"60,000",Manual,2,2nd Owner,Hyundai,Hyundai i10,2014,₹ 3.50 Lakh,Third Party insurance,"60,000 Kms",20.36 kmpl,1197 CC,5.0,Others,,,Jaipur
0,Diesel,MUV,"1,50,000",Manual,2,2nd Owner,Mahindra,Mahindra Bolero,2007,₹ 2.80 Lakh,Third Party insurance,"1,50,000 Kms",13.6 kmpl,2523 CC,7.0,Others,,,Jaipur
0,Petrol,Sedan,"1,20,000",Automatic,1,1st Owner,Skoda,Skoda Superb,2012,₹ 5 Lakh,Third Party insurance,"1,20,000 Kms",13.7 kmpl,1798 CC,5.0,Others,,,Jaipur
0,Petrol,Sedan,"1,20,000",Automatic,1,1st Owner,Skoda,Skoda Superb,2012,₹ 5 Lakh,Third Party insurance,"1,20,000 Kms",13.7 kmpl,1798 CC,5.0,Others,,,Jaipur
0,Petrol,Sedan,"1,20,000",Automatic,1,1st Owner,Skoda,Skoda Superb,2012,₹ 5 Lakh,Third Party insurance,"1,20,000 Kms",13.7 kmpl,1798 CC,5.0,Others,,,Jaipur
0,Petrol,Sedan,"70,000",Manual,1,1st Owner,Maruti,Maruti SX4,2010,₹ 2.50 Lakh,Third Party insurance,"70,000 Kms",15.5 kmpl,1586 CC,5.0,Others,,,Jaipur
0,Diesel,MUV,"90,000",Manual,3,3rd Owner,Mahindra,Mahindra Bolero,2007,₹ 3 Lakh,Third Party insurance,"90,000 Kms",13.6 kmpl,2523 CC,7.0,Others,,,Jaipur
0,Diesel,Sedan,"90,000",Manual,1,1st Owner,Honda,Honda Amaze,2013,₹ 4 Lakh,Third Party insurance,"90,000 Kms",25.8 kmpl,1498 CC,5.0,Others,,,Jaipur
0,Diesel,Sedan,"90,000",Manual,4,4th Owner,Honda,Honda Amaze,2016,₹ 4.20 Lakh,Third Party insurance,"90,000 Kms",25.8 kmpl,1498 CC,5.0,Others,,,Jaipur
0,Diesel,SUV,"1,50,000",Manual,1,1st Owner,Nissan,Nissan Terrano,2014,₹ 4 Lakh,Third Party insurance,"1,50,000 Kms",20.45 kmpl,1461 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"30,000",Manual,2,2nd Owner,Maruti,Maruti Baleno,2021,₹ 8 Lakh,Third Party insurance,"30,000 Kms",21.01 kmpl,1197 CC,5.0,Others,,,Jaipur
0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2019,₹ 5 Lakh,Third Party insurance,"40,000 Kms",21.79 kmpl,998 CC,5.0,Others,,,Jaipur
