it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText.imgUrl,trendingText.heading,trendingText.desc,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,Ownership,Engine Displacement,Transmission,Year of Manufacture,RTO,Mileage,Engine,Max Power,Torque,Wheel Size,Seats,Color,Engine Type,Displacement,Max Power,Max Torque,No of Cylinder,Values per Cylinder,Fuel Suppy System,Turbo Charger,Value Configuration,Super Charger,BoreX Stroke,Compression Ratio,Length,Width,Height,Wheel Base,Kerb Weight,Gross Weight,Front Tread,Rear Tread,Ground Clearance Unladen,Gear Box,Drive Type,Seating Capacity,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Top Speed,Acceleration,Tyre Type,Alloy Wheel Size,No Door Numbers,Gear Box,Drive Type,Seating Capacity,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Cargo Volumn,Turning Radius,Top Speed,Acceleration,City
0,Petrol,Hatchback,"1,06,648",Manual,1,1st Owner,Hyundai,Hyundai i20,2015,1482,Asta 1.2,₹ 4.58 Lakh,₹ 5.10 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2015,Third Party insurance,Petrol,5 Seats,"1,06,648 Kms",First Owner,1197 cc,Manual,2015,DL12,18.6 kmpl,1197 CC,81.83bhp,114.7Nm,16,5,Red,Kappa VTVT Petrol Engine,1197,81.83bhp@6000rpm,114.7Nm@4000rpm,4.0,4.0,MPFI,No,DOHC,No,,,3985mm,1734mm,1505mm,2570mm,1066kg,,1505mm,1503mm,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,16,5,295-litres,5.2 metres,170 Kmph,13.2 Seconds,Delhi
0,Cng,Hatchback,"60,000",Manual,2,2nd Owner,Hyundai,Hyundai Santro Xing,2014,1730,GLS CNG,₹ 2.05 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2014,Third Party insurance,CNG,5 Seats,"60,000 Kms",Second Owner,1086 cc,Manual,2014,DL10,11.88 kmpl,1086 CC,62.1bhp,96.1Nm,13,5,Others,Bifuel Engine,1086,62.1bhp@5500rpm,96.1Nm@3000rpm,3.0,4.0,MPFI+CNG,No,SOHC,No,66 x 77 mm,8.9:1,3565mm,1525mm,1590mm,2380mm,845,,1315mm,1300mm,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",13,5,218-litre,4.4 meters,141km/hr,16.2 Seconds,Delhi
0,Cng,Hatchback,"53,481",Manual,1,1st Owner,Maruti,Maruti Wagon R,2019,6838,CNG LXI BSIV,₹ 5.07 Lakh,₹ 5.17 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Apr 2019,Comprehensive,CNG,5 Seats,"53,481 Kms",First Owner,998 cc,Manual,2019,DL1C,33.54 kmpl,998 CC,67.04bhp,90Nm,,5,Silver,K10B Petrol Engine,998,67.04bhp@5500rpm,90Nm@3500rpm,3.0,4.0,MPFI,No,DOHC,No,69 x 72 mm,,3655 mm,1620 mm,1675 mm,2435 mm,805kg,1340kg,,,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,Tubeless Tyres,,5,341 Litres,4.7 metres,152 kmph,18.6 Seconds,Delhi
0,Petrol,Hatchback,"40,000",Manual,2,2nd Owner,Maruti,Maruti Wagon R,2012,4349,LXI BS IV,₹ 2.40 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2012,Third Party insurance,Petrol,5 Seats,"40,000 Kms",Second Owner,998 cc,Manual,2012,,18.9 kmpl,998 CC,67.1bhp,90Nm,13,5,Others,K Series Petrol Engine,998,67.1bhp@6200rpm,90Nm@3500rpm,3.0,4.0,MPFI,No,,No,,,3595mm,1475mm,1700mm,2400mm,870kg,1350kg,1295mm,1290mm,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",13,4,,4.6metres,,,Delhi
0,Petrol,Hatchback,"25,050",Manual,1,1st Owner,Maruti,Maruti Baleno,2019,3969,1.2 Zeta,₹ 7.13 Lakh,₹ 7.34 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2019,Zero Dep,Petrol,5 Seats,"25,050 Kms",First Owner,1197 cc,Manual,2019,DL10,21.4 kmpl,1197 CC,83.1bhp,115Nm,16,5,Silver,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,MPFI,No,DOHC,No,,,3995mm,1745mm,1510mm,2520mm,880kg,1340kg,1505mm,1515mm,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",16,5,339-litres,4.9 meters,180 Kmph,12.36 seconds,Delhi
0,Diesel,SUV,"77,000",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2016,3814,W10 1.99 mHawk,₹ 8.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Sept 2016,Third Party,Diesel,7 Seats,"77,000 Kms",First Owner,1997 cc,Manual,2016,HR51,16 kmpl,1997 CC,140bhp,320Nm,17,7,Silver,mHawk Diesel Engine,1997,140bhp@3750rpm,320Nm@1600-2800rpm,4.0,4.0,Direct Injection,Yes,DOHC,No,,,4585mm,1890mm,1785mm,2700mm,2000,2510kg,,,,,,,,,,,,,,,,6 Speed,FWD,7,Power,Disc,Disc,"Tubeless,Radial",17,5,720-litres,5.6 metres,185 Kmph,10 Seconds,Delhi
0,Petrol,Hatchback,"1,20,000",Manual,4,4th Owner,Maruti,Maruti Swift,2006,4184,VXI BSII W/ ABS,₹ 1.35 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2006,Third Party insurance,Petrol,5 Seats,"1,20,000 Kms",Fourth Owner,1298 cc,Manual,2006,MP07,16.1 kmpl,1298 CC,88.2,11.5,14,5,Others,In-Line Engine,1298,88.2@6000 (PS@rpm),"11.5@4,500 (kgm@rpm)",4.0,4.0,MPFI,No,,No,74.0 x 75.5 mm,9:01,3760mm,1690mm,1530mm,2390mm,1000kg,1415kg,1470mm,1480mm,,,,,,,,,,,,,,5 Speed,,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",14,5,232 litres,4.7 m,160 kmph,12.29 seconds,Delhi
0,Petrol,Sedan,"58,000",Manual,1,1st Owner,Honda,Honda Amaze,2014,1168,S i-Vtech,₹ 3.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2014,Comprehensive,Petrol,5 Seats,"58,000 Kms",First Owner,1198 cc,Manual,2014,DL02,18 kmpl,1198 CC,86.7bhp,109Nm,,5,Red,i-VTEC Petrol Engine,1198,86.7bhp@6000rpm,109Nm@4500rpm,4.0,4.0,,No,SOHC,No,,,3990mm,1680mm,1505mm,2405mm,950kg,,,,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,4,400-litres,4.5 metres,160 Kmph,15 Seconds,Delhi
0,Petrol,Sedan,"96,000",Manual,1,1st Owner,Honda,Honda City,2014,1218,i VTEC VX Option,₹ 5.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2014,Comprehensive,Petrol,5 Seats,"96,000 Kms",First Owner,1497 cc,Manual,2014,DL9C,17.8 kmpl,1497 CC,117.3bhp,145Nm,15,5,Maroon,i VTEC Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,PGM-Fi,No,SOHC,No,73.0 X 89.4 mm,10.3:1,4440mm,1695mm,1495mm,2600mm,1065kg,,1480mm,1465mm,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",15,4,510-litres,5.3 metres,195 Kmph,10 Seconds,Delhi
0,Cng,Hatchback,"51,000",Manual,1,1st Owner,Maruti,Maruti Celerio,2019,6055,VXI CNG BSIV,₹ 4 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2019,Comprehensive,CNG,5 Seats,"51,000 Kms",First Owner,998 cc,Manual,2019,UP16,31.79 kmpl,998 CC,58.33bhp,78Nm,,5,Silver,K10B Engine,998,58.33bhp@6000rpm,78Nm@3500rpm,3.0,4.0,Intelligent-Gas Port Injection,No,DOHC,No,73 X 82 mm,11.0:1,3695mm,1600mm,1560mm,2425mm,920kg,1350kg,1420mm,1410mm,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",,5,235-litres,4.7 metres,150 Kmph,15.05 Seconds,Delhi
0,Diesel,Hatchback,"70,000",Manual,1,1st Owner,Honda,Honda Jazz,2015,1344,1.5 SV i DTEC,₹ 3.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2015,Third Party insurance,Diesel,5 Seats,"70,000 Kms",First Owner,1498 cc,Manual,2015,HR26,27.3 kmpl,1498 CC,98.6bhp,200Nm,,5,Others,i-DTEC Diesel Engine,1498,98.6bhp@3600rpm,200Nm@1750rpm,4.0,4.0,,Yes,DOHC,No,,,3955mm,1694mm,1544mm,2530mm,1146kg,,,,,,,,,,,,,,,,,6 Speed,FWD,5,Power,Disc,Drum,"Tubeless, Radial",,5,354-litres,5.1 meters,172 Kmph,13.7 Seconds,Delhi
0,Diesel,SUV,"27,000",Automatic,1,1st Owner,Hyundai,Hyundai Alcazar,2022,9938,1.5 Signature (O) 7-Seater Diesel AT,₹ 20.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,May 2022,Comprehensive,Diesel,7 Seats,"27,000 Kms",First Owner,1498 cc,Automatic,2022,HR26,18.1 kmpl,1498 CC,113.42bhp,250Nm,18,7,Blue,1.5 l diesel CRDi engine,1498,113.42bhp@4000rpm,250Nm@1500-2750rpm,4.0,4.0,Common rail direct injection,Yes,DOHC,,,,4500mm,1790mm,1675mm,2760mm,1670,,,,,,,,,,,,,,,,,6-speed,,7,Power,Disc,Disc,"Tubeless, Radial",18,5,,,,,Delhi
0,Petrol,SUV,"32,456",Manual,1,1st Owner,Tata,Tata Nexon,2020,9207,XM Plus S BSVI,₹ 8.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2022,Comprehensive,Petrol,5 Seats,"32,456 Kms",First Owner,1199 cc,Manual,2020,UK08,17.33 kmpl,1199 CC,118.35bhp,170Nm,,5,Blue,1.2l Turbocharged Revotron Engine,1199,118.35bhp@5500rpm,170Nm@1750-4000rpm,3.0,4.0,,NO,,,,,3993,1811,1606,2498,1315,,,,,,,,,,,,,,,,,6 Speed,,5,Electric,Disc,Drum,"Tubeless,Radial",,5,350,5.1,,,Delhi
0,Diesel,SUV,"15,000",Automatic,1,1st Owner,Mahindra,Mahindra Thar,2021,8076,LX 4-Str Hard Top Diesel AT BSVI,₹ 16.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Dec 2021,Comprehensive,Diesel,4 Seats,"15,000 Kms",First Owner,2184 cc,Automatic,2021,DL9C,,2184 CC,130bhp,300Nm,18,4,Red,mHawk 130 Engine,2184,130bhp@3750rpm,300Nm@1600-2800rpm,4.0,4.0,,Yes,,,,,3985mm,1855mm,1844mm,2450mm,1755,,1520mm,1520mm,,,,,,,,,,,,,,6 Speed,4X4,4,Power,Disc,Drum,"Radial, Tubeless",18,3,,,,,Delhi
0,Petrol,Sedan,"34,940",Manual,1,1st Owner,Hyundai,Hyundai Verna,2021,8397,S Plus,₹ 9.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2021,Comprehensive,Petrol,5 Seats,"34,940 Kms",First Owner,1497 cc,Manual,2021,UP16,17.7 kmpl,1497 CC,113.18bhp,143.8Nm,,5,Black,1.5 l MPi petrol,1497,113.18bhp@6300rpm,143.8Nm@4500rpm,4.0,4.0,MPi,No,DOHC with VIS,,,,4440mm,1729mm,1475mm,2600,1160,,,,,,,,,,,,,,,,,6 Speed,,5,Electric,Disc,Drum,"Tubeless, Radial",,4,,,,,Delhi
0,Diesel,Sedan,"70,000",Manual,3,3rd Owner,Hyundai,Hyundai Verna,2016,1846,1.6 CRDi SX,₹ 5 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2016,Third Party insurance,Diesel,5 Seats,"70,000 Kms",Third Owner,1582 cc,Manual,2016,DL12,23.9 kmpl,1582 CC,126.2bhp,259.9Nm,16,5,Others,U2 VGT Diesel Engine ,1582,126.2bhp@4000rpm,259.9Nm@1900-2750rpm,4.0,4.0,CRDI,Yes,DOHC,No,77.2 X 84.5 mm,17.3:1,4375mm,1700mm,1475mm,2570mm,1270,,,,,,,,,,,,,,,,,6 Speed ,FWD,5,Power,Disc,Drum,Tubeless,16,4,465-litres,5.2 metres,190 Kmph ,10.62 Seconds,Delhi
0,Petrol,Hatchback,"73,679",Manual,1,1st Owner,Maruti,Maruti Baleno,2019,3969,1.2 Zeta,₹ 6.08 Lakh,₹ 6.34 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2019,Comprehensive,Petrol,5 Seats,"73,679 Kms",First Owner,1197 cc,Manual,2019,HR10,21.4 kmpl,1197 CC,83.1bhp,115Nm,16,5,Yellow,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,MPFI,No,DOHC,No,,,3995mm,1745mm,1510mm,2520mm,880kg,1340kg,1505mm,1515mm,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",16,5,339-litres,4.9 meters,180 Kmph,12.36 seconds,Delhi
0,Petrol,Hatchback,"32,722",Manual,2,2nd Owner,Hyundai,Hyundai Grand i10,2017,5602,1.2 Kappa Magna BSIV,₹ 4.23 Lakh,₹ 4.63 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Mar 2017,Comprehensive,Petrol,5 Seats,"32,722 Kms",Second Owner,1197 cc,Manual,2017,DL8C,18.9 kmpl,1197 CC,81.86bhp,113.75nm,,5,Silver,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,MPFI,No,DOHC,No,,,3765mm,1660mm,1520mm,2425mm,1100,,1479mm,1493mm,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,,5,256,4.8 metres,165 Kmph,12.9 Seconds,Delhi
0,Petrol,Hatchback,"70,000",Automatic,2,2nd Owner,Volkswagen,Volkswagen Polo,2018,1941,GT TSI,₹ 8 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2018,Third Party insurance,Petrol,5 Seats,"70,000 Kms",Second Owner,1197 cc,Automatic,2018,DL16,17.21 kmpl,1197 CC,103.5bhp,175Nm,16,5,Others,TSI Petrol Engine,1197,103.5bhp@5000rpm,175Nm@1500-4100rpm,4.0,4.0,Direct Injection,Yes,DOHC,No,74.5 x 76.4,,3971mm,1682mm,1469mm,2469mm,1109 kg,1580 kg,1460mm,1456mm,,,,,,,,,,,,,,7 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",16,5,280,4.97 metres,177.22 kmph,10.61 Seconds,Delhi
0,Petrol,Sedan,"59,059",Manual,1,1st Owner,Hyundai,Hyundai Verna,2019,5968,VTVT 1.6 SX Option,₹ 9.22 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2019,Zero Dep,Petrol,5 Seats,"59,059 Kms",First Owner,1591 cc,Manual,2019,DL7C,17 kmpl,1591 CC,121.3bhp,151Nm,16,5,Silver,VTVT Petrol Engine,1591,121.3bhp@6400rpm,151Nm@4850rpm,4.0,4.0,MPFI,No,DOHC,No,77.0 X 85.44 mm,,4440mm,1729mm,1475mm,2600mm,1248,,,,,,,,,,,,,,,,,6 Speed,FWD,5,Power,Disc,Drum,Tubeless,16,4,480,5.2 metres,,11.31 Seconds,Delhi
0,Petrol,Hatchback,"34,332",Manual,2,2nd Owner,Hyundai,Hyundai Grand i10,2017,5602,1.2 Kappa Magna BSIV,₹ 4.33 Lakh,₹ 4.81 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Nov 2017,Third Party insurance,Petrol,5 Seats,"34,332 Kms",Second Owner,1197 cc,Manual,2017,HR29,18.9 kmpl,1197 CC,81.86bhp,113.75nm,,5,Silver,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,MPFI,No,DOHC,No,,,3765mm,1660mm,1520mm,2425mm,1100,,1479mm,1493mm,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,,5,256,4.8 metres,165 Kmph,12.9 Seconds,Delhi
0,Diesel,SUV,"72,194",Manual,1,1st Owner,Ford,Ford Ecosport,2018,7355,1.5 Diesel Ambiente,₹ 5.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2018,Third Party insurance,Diesel,5 Seats,"72,194 Kms",First Owner,1498 cc,Manual,2018,DL8C,21.7 kmpl,1498 CC,98.96bhp,215Nm,,5,White,TDCi Diesel Engine,1498,98.96bhp@3750rpm,215Nm@1750-2500rpm,4.0,4.0,Direct Injection,Yes,SOHC,No,73.5 X 88.3 mm,16.0:1,3998mm,1765mm,1647mm,2519mm,1239Kg,1690Kg,,,,,,,,,,,,,,,,5 Speed,FWD,5,Electric,Ventilated Disc,Drum,"Tubeless,Radial",,5,352-litres,5.3 metres,,,Delhi
0,Petrol,Hatchback,"56,740",Manual,1,1st Owner,Maruti,Maruti Baleno,2017,3969,1.2 Zeta,₹ 5.26 Lakh,₹ 5.47 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2017,Zero Dep,Petrol,5 Seats,"56,740 Kms",First Owner,1197 cc,Manual,2017,HR26,21.4 kmpl,1197 CC,83.1bhp,115Nm,16,5,White,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,MPFI,No,DOHC,No,,,3995mm,1745mm,1510mm,2520mm,880kg,1340kg,1505mm,1515mm,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",16,5,339-litres,4.9 meters,180 Kmph,12.36 seconds,Delhi
0,Diesel,SUV,"72,490",Manual,1,1st Owner,Mahindra,Mahindra TUV 300,2019,3753,T6 Plus,₹ 6.55 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jun 2019,Third Party insurance,Diesel,7 Seats,"72,490 Kms",First Owner,1493 cc,Manual,2019,HR26,18.49 kmpl,1493 CC,100bhp,240Nm,,7,White,mHawk 100 Diesel Engine,1493,100bhp@3750rpm,240Nm@1600-2800rpm,3.0,2.0,CRDi,Yes,,No,,,3995mm,1835mm,1826mm,2680mm,1650kg,2225kg,,,,,,,,,,,,,,,,5 Speed,RWD,7,Power,Disc,Drum,"Tubeless,Radials",,5,384-litres,5.35 metres,156 Kmph,13.9 Seconds,Delhi
0,Petrol,Hatchback,"35,828",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2018,5602,1.2 Kappa Magna BSIV,₹ 4.59 Lakh,₹ 5.04 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jan 2019,Third Party,Petrol,5 Seats,"35,828 Kms",First Owner,1197 cc,Manual,2018,UP32,18.9 kmpl,1197 CC,81.86bhp,113.75nm,,5,Silver,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,MPFI,No,DOHC,No,,,3765mm,1660mm,1520mm,2425mm,1100,,1479mm,1493mm,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,,5,256,4.8 metres,165 Kmph,12.9 Seconds,Delhi
0,Diesel,SUV,"57,088",Automatic,1,1st Owner,Audi,Audi Q3,2015,99,35 TDI Quattro Premium,₹ 14.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Oct 2015,Third Party insurance,Diesel,5 Seats,"57,088 Kms",First Owner,1968 cc,Automatic,2015,DL9C,15.73 kmpl,1968 CC,174.33bhp,380Nm,16,5,White,TDI Diesel Engine,1968,174.33bhp@4200rpm,380Nm@1750-2500rpm,4.0,4.0,CRDI,Yes,DOHC,No,,,4385mm,2019mm,1608mm,2603mm,1660kg,2185kg,1571mm,1575mm,,,,,,,,,,,,,,7-Speed S-Tronic ,AWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",16,5,460-litres,5.9 metres,212 Kmph, 8.2 Seconds,Delhi
0,Petrol,Sedan,"70,382",Automatic,1,1st Owner,Toyota,Toyota Yaris,2020,7132,J Optional CVT BSIV,₹ 8.65 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2020,Third Party insurance,Petrol,5 Seats,"70,382 Kms",First Owner,1496 cc,Automatic,2020,HR26,17.8 kmpl,1496 CC,105.5bhp,140Nm,,5,Silver,1.5 Dual VVT-i Engine,1496,105.5bhp@6000rpm,140Nm@4200rpm,4.0,4.0,EFI,No,DOHC,No,,,4425mm,1730mm,1495mm,2550mm,1110Kg,1580kg,,,,,,,,,,,,,,,,7 Speed CVT,FWD,5,Power,Disc,Drum,"Tubless, Radial",,4,476,5.1m,,,Delhi
0,Petrol,Hatchback,"20,000",Manual,1,1st Owner,Maruti,Maruti Ignis,2022,7584,Sigma BSVI,₹ 5.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2022,Third Party insurance,Petrol,5 Seats,"20,000 Kms",First Owner,1197 cc,Manual,2022,,20.89 kmpl,1197 CC,81.80bhp,113Nm,,5,Others,VVT,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,,,,,,,3700mm,1690,1595,2435,840-865,,,,,,,,,,,,,,,,,5 Speed,,5,Electric,Disc,Drum,"Tubeless, Radial",,5,260,4.7,,,Delhi
0,Diesel,Sedan,"17,000",Automatic,1,1st Owner,Hyundai,Hyundai Verna,2018,5962,CRDi 1.6 AT SX Plus,₹ 11.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Aug 2018,Third Party insurance,Diesel,5 Seats,"17,000 Kms",First Owner,1582 cc,Automatic,2018,DL7C,22 kmpl,1582 CC,126.2bhp,259.87nm,16,5,White,U2 VGT Diesel Engine,1582,126.2bhp@4000rpm,259.87nm@1500-3000rpm,4.0,4.0,CRDi,Yes,DOHC,No,,,4440mm,1729mm,1475mm,2600mm,1285,,,,,,,,,,,,,,,,,6 Speed,FWD,5,Power,Disc,Drum,Tubeless,16,4,480,,,,Delhi
0,Petrol,SUV,"30,000",Automatic,1,1st Owner,MG,MG Hector,2020,7486,Sharp DCT,₹ 15 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,2020,Third Party insurance,Petrol,5 Seats,"30,000 Kms",First Owner,1451 cc,Automatic,2020,DL12,13.96 kmpl,1451 CC,141bhp,250Nm,R17,5,Others,,1451,141bhp@5000rpm,250Nm@1600-3600rpm,4.0,4.0,,Yes,,,,,4655mm,1835mm,1760mm,2750mm,1800,,,,,,,,,,,,,,,,,6 Speed,FWD,5,,Disc,Disc,Radial,R17,5,587,,,,Delhi
0,Petrol,Hatchback,"70,000",Manual,1,1st Owner,Honda,Honda Jazz,2012,1354,X,₹ 2.61 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2012,Third Party insurance,Petrol,5 Seats,"70,000 Kms",First Owner,1198 cc,Manual,2012,DL4C,16.7 kmpl,1198 CC,88.8bhp,110Nm,15,5,Grey,SOHC i-VTEC,1198,88.8bhp@6200rpm,110Nm@4800rpm,4.0,4.0,PGM - Fi,No,SOHC,No,,,3900mm,1695mm,1535mm,2500mm,1060kg,,1490mm,1475mm,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",15,5,,4.9metres,165km/hr,11.2 Seconds,Delhi
0,Petrol,MUV,"65,202",Automatic,1,1st Owner,Maruti,Maruti Ertiga,2019,6700,ZXI AT Petrol,₹ 9.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Jul 2019,Third Party insurance,Petrol,7 Seats,"65,202 Kms",First Owner,1462 cc,Automatic,2019,HR26,18.69 kmpl,1462 CC,103bhp,138Nm,,7,Red,K15 Smart Hybrid,1462,103bhp@6000rpm,138Nm@4400rpm,4.0,4.0,MPFI,No,DOHC,No,74 X 85 mm,10.5:1,4395 mm,1735 mm,1690 mm,2740 mm,1170 Kg,1740 Kg,1510 mm,1520 mm,,,,,,,,,,,,,,4 Speed,2WD,7,Power,Ventilated Disc,Drum,"Tubeless, Radial",,5,209 litres,5.2 metres,,,Delhi
0,Petrol,MUV,"72,000",Manual,1,1st Owner,Maruti,Maruti Ertiga,2013,4060,VXI,₹ 4.85 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Apr 2013,Third Party insurance,Petrol,7 Seats,"72,000 Kms",First Owner,1373 cc,Manual,2013,DL8C,16.02 kmpl,1373 CC,93.7bhp,130Nm,,7,Blue,K Series Petrol Engine,1373,93.7bhp@6000rpm,130Nm@4000rpm,4.0,4.0,MPFI,No,DOHC,No,73 X 82 mm,17.6:1,4265mm,1695mm,1685mm,2740mm,1160kg,1760kg,1480mm,1490mm,,,,,,,,,,,,,,5 Speed ,FWD,7,Power,Disc,Drum,"Tubeless,Radial",,5,135-liters,5.2 metres,164 Kmph,13 Seconds,Delhi
0,Cng,Hatchback,"45,313",Manual,1,1st Owner,Maruti,Maruti Wagon R,2021,7583,CNG LXI,₹ 5.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Feb 2021,Not Available,CNG,5 Seats,"45,313 Kms",First Owner,998 cc,Manual,2021,UP14,32.52 kmpl,998 CC,58.33bhp,78Nm,,5,Magma Grey,K10B Petrol Engine,998,58.33bhp@5500rpm,78Nm@3500rpm,3.0,4.0,MPFI,No,DOHC,No,73 x 79.5 mm,,3655 mm,1620 mm,1675 mm,2435 mm,905-910kg,1340kg,,,,,,,,,,,,,,,,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless Tyres, Radial",,5,341 Litres,4.7 metres,,18.6 Seconds,Delhi
